movie_id,adult,gender,id,known_for_department,name,original_name,popularity,profile_path,credit_id,department,job
241254,False,2,1024823,Directing,Brian A. Miller,Brian A. Miller,0.614,/8uc10NUQVOdFFgf4gymL3UeDhos.jpg,56b2d275c3a36806fc000a11,Directing,Director
505225,False,1,472630,Directing,Dee Rees,Dee Rees,1.593,/rtfooBEfbkubWgNZYDSFzruRAF9.jpg,5a848771c3a3682dbf01685a,Directing,Director
65055,False,2,4755,Directing,David R. Ellis,David R. Ellis,2.642,/zw1ccRyxUBy0y7JDdXTZAYg96xd.jpg,52fe46fac3a368484e0ae759,Directing,Director
35169,False,2,11873,Directing,Roger Kumble,Roger Kumble,1.629,/njVOmV33aCFRUlBxxLXzLbrmAUS.jpg,62719b3d6f53e11b4d1ff058,Directing,Director
590706,False,2,41355,Directing,Dimitri Logothetis,Dimitri Logothetis,1.805,/c1sLBTi3hvPouSj6tRnHsjstRmU.jpg,5c991d070e0a264cc6c3c628,Directing,Director
267806,False,2,96323,Directing,Marcel Sarmiento,Marcel Sarmiento,0.6,/nwnpS69J0ErhkQBW2cvj7ME3vRT.jpg,536354df0e0a261dfb001d5e,Directing,Director
267806,False,2,118303,Directing,Nacho Vigalondo,Nacho Vigalondo,1.669,/ydoLch061IWUMdIi5CkbKnFIph8.jpg,536354d60e0a261df8001d4c,Directing,Director
267806,False,2,144232,Directing,Gregg Bishop,Gregg Bishop,0.6,/zTjhvCeuoQv3U7CbWBuIOcLjtMf.jpg,536354e80e0a261e01001dff,Directing,Director
267806,False,2,583479,Directing,Aaron Moorhead,Aaron Moorhead,1.634,/plvZ27ya8yxyyqSCHbwBMjFfJwS.jpg,536354fb0e0a261e01001e05,Directing,Director
354556,False,2,232858,Directing,Sarik Andreasyan,Sarik Andreasyan,2.721,/hgHwtayiUdPPDdrVImmBU2SAy60.jpg,5707c405925141708d0000ef,Directing,Director
55341,False,2,56349,Directing,Victor Salva,Victor Salva,2.815,/7baSkBrUNH3I6BAQybc8YjHtuFx.jpg,6374c158c995ee009b6d7ff4,Directing,Director
433249,False,2,1539926,Directing,Jonathan Helpert,Jonathan Helpert,0.656,/z3Fi3u94wcOgdWN2PywP0PRrSE5.jpg,586d98e2925141295c0004cf,Directing,Director
351819,False,2,1110102,Directing,Michael Tiddes,Michael Tiddes,2.688,/pb28TcY5MXtgtn1vPYkxlPtRmYo.jpg,55c13d18c3a36823f700351f,Directing,Director
17610,False,2,1524,Directing,Harold Ramis,Harold Ramis,9.628,/kmTMTxthkDAsygk3Am4IUSVYYRi.jpg,52fe47379251416c75091ae1,Directing,Director
481375,False,2,139673,Directing,Olaf de Fleur Johannesson,Olaf de Fleur Johannesson,0.6,,59e30b25c3a36846cc00b9a7,Directing,Director
9682,False,2,58514,Directing,Jim Sonzero,Jim Sonzero,0.6,/bDQYlQX5E0QpyV2mlAg00GIKO2z.jpg,52fe451ac3a36847f80bcbdb,Directing,Director
87436,False,2,18184,Directing,Xavier Gens,Xavier Gens,3.565,/zZ2ZtJeBq0yXB1Z5hSztarGt1yN.jpg,52fe49c59251416c910b843b,Directing,Director
87436,False,2,64108,Directing,Jake West,Jake West,1.176,/hNPGrhr3LOPXJem7e0k8MiuBR2C.jpg,52fe49c59251416c910b8489,Directing,Director
87436,False,2,76171,Directing,Noboru Iguchi,Noboru Iguchi,3.912,/iY9nfmE4D8H2MI5ALHAEcYGEkYl.jpg,52fe49c59251416c910b8441,Directing,Director
87436,False,2,81328,Directing,Andrew Traucki,Andrew Traucki,1.468,,52fe49c59251416c910b847d,Directing,Director
87436,False,2,82566,Directing,Anders Morgenthaler,Anders Morgenthaler,0.633,/7PXsGlv8LkfUoGca4RKHb4epikd.jpg,55d4a1d7c3a3685082002313,Directing,Director
87436,False,2,112280,Directing,Yoshihiro Nishimura,Yoshihiro Nishimura,2.748,,52fe49c59251416c910b8453,Directing,Director
87436,False,2,81251,Directing,Banjong Pisanthanakun,Banjong Pisanthanakun,1.482,/ufgmOIt4e5trszNt9ZQqXeylpVH.jpg,52fe49c59251416c910b8459,Directing,Director
87436,False,2,96323,Directing,Marcel Sarmiento,Marcel Sarmiento,0.6,/nwnpS69J0ErhkQBW2cvj7ME3vRT.jpg,52fe49c59251416c910b8465,Directing,Director
87436,False,2,101542,Directing,Ti West,Ti West,3.088,/y65ZHU9m830lbdbggxC8eOT123S.jpg,52fe49c59251416c910b848f,Directing,Director
87436,False,2,98631,Directing,Adam Wingard,Adam Wingard,3.106,/3Dk4vAmhdb59VTnNRnW1ln52wG6.jpg,52fe49c59251416c910b849b,Directing,Director
87436,False,2,105574,Directing,Adrián García Bogliano,Adrián García Bogliano,1.44,,52fe49c59251416c910b8435,Directing,Director
87436,False,2,107941,Directing,Yudai Yamaguchi,Yudai Yamaguchi,1.788,/AhFD1wMv0ajRaHuC4jdGyKmqRBU.jpg,52fe49c59251416c910b84a7,Directing,Director
87436,False,2,118303,Directing,Nacho Vigalondo,Nacho Vigalondo,1.669,/ydoLch061IWUMdIi5CkbKnFIph8.jpg,52fe49c59251416c910b8483,Directing,Director
87436,False,2,118369,Directing,Ernesto Díaz Espinoza,Ernesto Díaz Espinoza,1.625,/cKl78o9FX3alrymep8jYzFArEMj.jpg,52fe49c59251416c910b8423,Directing,Director
87436,False,1,129937,Directing,Hélène Cattet,Hélène Cattet,1.153,/zj3MfYsryox2qokrJMxt1UOvTBA.jpg,52fe49c59251416c910b841d,Directing,Director
87436,False,2,129938,Directing,Bruno Forzani,Bruno Forzani,0.608,/8zqq2pBTCQzh66Ncy3SaCYh0p1C.jpg,52fe49c59251416c910b842f,Directing,Director
87436,False,2,133403,Directing,Simon Rumley,Simon Rumley,1.052,/dbF5EZxosoZspFUej7KtgoaOWg6.jpg,52fe49c59251416c910b845f,Directing,Director
87436,False,2,137467,Directing,Ben Wheatley,Ben Wheatley,2.093,/1AXTZ4f4LqXJXv2Yk1aLn9IxYvP.jpg,52fe49c59251416c910b8495,Directing,Director
87436,False,2,138557,Directing,Kaare Andrews,Kaare Andrews,0.729,,55d4a1b5c3a368508c0021ab,Directing,Director
87436,False,2,141673,Directing,Jason Eisener,Jason Eisener,1.422,/96ErILndIrdRcBkP2uYEbqpjT1g.jpg,52fe49c59251416c910b8429,Directing,Director
87436,False,2,147695,Directing,Thomas Cappelen Malling,Thomas Cappelen Malling,0.656,,52fe49c59251416c910b8447,Directing,Director
87436,False,2,235430,Directing,Timo Tjahjanto,Timo Tjahjanto,5.119,/zKU29Poa4gbJTH4GKmTlgJbloc7.jpg,52fe49c59251416c910b8477,Directing,Director
87436,False,2,557880,Directing,Jorge Michel Grau,Jorge Michel Grau,0.98,,52fe49c59251416c910b844d,Directing,Director
87436,False,2,935179,Directing,Lee Hardcastle,Lee Hardcastle,1.095,/eG9rkTw2Dwz4hvmAabbJ3QSQPqG.jpg,52fe49c59251416c910b84ad,Directing,Director
8617,False,2,45627,Directing,Nelson McCormick,Nelson McCormick,1.059,/kP4UNE4NKEWmWgc6VmUkTCC5bz3.jpg,52fe44b0c3a36847f80a478b,Directing,Director
385448,False,0,123551,Directing,Chris Bouchard,Chris Bouchard,1.166,,56d724a69251413402016f07,Directing,Director
10283,False,2,64735,Directing,Rob Hedden,Rob Hedden,1.059,,52fe43529251416c7500bf03,Directing,Director
12107,False,2,13426,Directing,Peter Segal,Peter Segal,6.511,/x0nAuktiPai0OovveeegPAi0dRF.jpg,52fe44b69251416c7503e61d,Directing,Director
11679,False,2,7256,Directing,Lee Tamahori,Lee Tamahori,7.265,/lkivtT9U7gLXVnhq5qF9GL3k7NN.jpg,52fe44779251416c75035c9b,Directing,Director
9947,False,2,12523,Directing,Rob Bowman,Rob Bowman,2.599,/k6a9XQHJBYi8hqRnwj65yBp0Xdj.jpg,52fe454dc3a36847f80c6a01,Directing,Director
14564,False,0,94403,Directing,F. Javier Gutiérrez,F. Javier Gutiérrez,0.929,,54b9d3ffc3a36840460005a1,Directing,Director
75736,False,2,523789,Directing,Aaron Harvey,Aaron Harvey,0.6,,52fe490fc3a368484e118871,Directing,Director
24476,False,2,69741,Directing,David Mickey Evans,David Mickey Evans,1.907,/gIEovXquuFjoW0sWPaCwBaY3Y1w.jpg,52fe4497c3a368484e02ba4b,Directing,Director
205724,False,2,1204338,Directing,Rob Meltzer,Rob Meltzer,0.6,,52fe4d0ec3a368484e1d4a7f,Directing,Director
430354,False,2,1276823,Directing,Cary Murnion,Cary Murnion,0.6,/nmBhLqmIRJoqHOKgkWKrSiASEdc.jpg,5853289f9251411a4602874b,Directing,Director
430354,False,2,1276825,Directing,Jonathan Milott,Jonathan Milott,1.4,/nJjtDqT3ZoEafHBnYIXdwRMS6bP.jpg,585328a9c3a3682dfe029810,Directing,Director
301608,False,0,1456241,Directing,Alex Brewer,Alex Brewer,0.6,,553305fe9251417ae3001db0,Directing,Director
289720,False,2,1358976,Directing,Nick Powell,Nick Powell,1.833,/1mwtLOSNtBFB0tK6T9xKGgdRP7u.jpg,54031564c3a3684363004abb,Directing,Director
27902,False,2,8876,Directing,Randal Kleiser,Randal Kleiser,3.139,/t0HFkRWh3K06XhyTuJTvsVAd0Hh.jpg,52fe456cc3a368484e05a0b1,Directing,Director
10461,False,2,56435,Directing,Stephen T. Kay,Stephen T. Kay,1.906,/9HsKUi7Ab5jtIQ59OOGyvBtfJRI.jpg,52fe43749251416c7501107b,Directing,Director
57089,False,2,108952,Directing,Mike Disa,Mike Disa,2.146,/hu2j21xxvM09AwkfJDqYdV7NGgp.jpg,52fe4924c3a36847f818af27,Directing,Director
345923,False,2,12995,Directing,Marc Forster,Marc Forster,4.0,/m3WEGG6czBjgFULVyVQy6EJvUsZ.jpg,55890e2f9251414c710000ab,Directing,Director
10216,False,2,21377,Directing,Peter Medak,Peter Medak,6.049,/oUPjJXMOSomwrqFx4eobxROVZOV.jpg,52fe43439251416c75009c25,Directing,Director
9405,False,2,26760,Directing,Tsui Hark,Tsui Hark,9.525,/9WTG1Feva6S7n09dxON40KHBsuk.jpg,52fe44f3c3a36847f80b3c33,Directing,Director
3093,False,2,30365,Directing,Michael Caton-Jones,Michael Caton-Jones,4.872,/kans2pcNqq8WIS3Up2oKqIBssIi.jpg,52fe4385c3a36847f805a64d,Directing,Director
11895,False,2,14987,Directing,Peter Bonerz,Peter Bonerz,2.707,/8qWxMGvASfbwbW9AbV2Fb4pP3t7.jpg,52fe449c9251416c7503ad77,Directing,Director
11252,False,2,5216,Directing,Gus Van Sant,Gus Van Sant,5.22,/kICHgrSh4eiICjz8piy9fTXIgph.jpg,52fe441b9251416c75028f07,Directing,Director
11090,False,2,65734,Directing,Luke Greenfield,Luke Greenfield,2.384,/7SnVznKqIugfbHY6arxW7hIzvTE.jpg,52fe43f59251416c750242d5,Directing,Director
10676,False,2,11777,Directing,Tommy Lee Wallace,Tommy Lee Wallace,4.689,/ujNZLV2M8FF97tQ6X7pHM1aa0VM.jpg,52fe43a09251416c75017dc1,Directing,Director
440471,False,2,30058,Directing,Steven C. Miller,Steven C. Miller,3.141,,589b54aac3a3680c6b000189,Directing,Director
14199,False,2,2294,Directing,Robert Rodriguez,Robert Rodriguez,10.109,/bPqRdLWWwpOT8sBdj9PWOzNgwou.jpg,603f856ec433ea006e6c6287,Directing,Director
407451,False,1,929825,Directing,Ava DuVernay,Ava DuVernay,1.202,/84rc8I3Wf5zkCWGMNeTtmRekHW0.jpg,5790cfa39251416b58001b88,Directing,Director
12279,False,2,2294,Directing,Robert Rodriguez,Robert Rodriguez,10.109,/bPqRdLWWwpOT8sBdj9PWOzNgwou.jpg,52fe44d89251416c75042f6b,Directing,Director
13613,False,2,58712,Directing,Steve Miner,Steve Miner,5.289,/jI202evRSMXDHCugyWvrAaUuVO4.jpg,52fe45819251416c75058dcf,Directing,Director
134375,False,2,18357,Directing,Peter Hewitt,Peter Hewitt,5.141,/b4KMprf8VqbAToPrEkH69mqCvtn.jpg,52fe4bcdc3a368484e199d4b,Directing,Director
522444,False,2,81328,Directing,Andrew Traucki,Andrew Traucki,1.468,,5aed8e309251411d02007dc6,Directing,Director
560362,False,2,1323509,Directing,Zak Hilditch,Zak Hilditch,1.04,/tD0eIy9YnJOaHoWB1454aDtvGpC.jpg,5be468fcc3a36810bf02febd,Directing,Director
10306,False,2,33094,Directing,Gary Sherman,Gary Sherman,0.935,/h1Y6yF33SIYHv96rTyOVrSyYfLK.jpg,52fe43569251416c7500c77b,Directing,Director
619592,False,2,41887,Directing,Michael Polish,Michael Polish,2.253,/gcwCq1ap4gbSf4Ip3qaTLR7PLFS.jpg,5d415f0eb87aec4bdd398c02,Directing,Director
523638,False,2,67075,Directing,Sion Sono,Sion Sono,4.966,/nuPRCFqZRmw8qYLfoLUxJPtcwjX.jpg,5af4dad50e0a26424b0000ce,Directing,Director
492336,False,2,57777,Directing,Darin Scott,Darin Scott,0.6,/pSw8E0N7Nxfrds5S2G5wvf81F0i.jpg,5a66896d92514169be001528,Directing,Director
11597,False,2,8246,Directing,Barry Levinson,Barry Levinson,3.551,/kzuMpDnfx2O8wFNbITJ3dTY6YCq.jpg,52fe44649251416c75033123,Directing,Director
10718,False,2,66823,Directing,Joseph Kahn,Joseph Kahn,2.149,/q0sldz8eAxx7rWis9nfz5iYqk5U.jpg,52fe43a89251416c75018f89,Directing,Director
9826,False,2,18254,Directing,Simon Wincer,Simon Wincer,4.31,/c3UnZ2j8HQbMK5dUz12p5D0KlKx.jpg,52fe4535c3a36847f80c220f,Directing,Director
39691,False,2,132876,Directing,Brad Peyton,Brad Peyton,2.706,/fJFxUT4CSUz047vlXdEBYIQjjFO.jpg,52fe472c9251416c9106c631,Directing,Director
10477,False,2,16938,Directing,Renny Harlin,Renny Harlin,5.549,/IhXiDrZBrsLZpB5K5BmzUGkp4G.jpg,52fe43779251416c750117f9,Directing,Director
94348,False,2,18878,Directing,Rob Cohen,Rob Cohen,5.595,/kVbB8Q0g8eXsn8l81flyC6TgMPW.jpg,52fe49549251416c750c4779,Directing,Director
11825,False,2,14995,Directing,Alan Myerson,Alan Myerson,1.134,,52fe448d9251416c75038bd7,Directing,Director
11453,False,2,69498,Directing,Mike Bigelow,Mike Bigelow,0.6,,52fe44439251416c7502e869,Directing,Director
10628,False,2,48980,Directing,David McNally,David McNally,0.84,,52fe43989251416c750167e1,Directing,Director
