movie_id,adult,gender,id,known_for_department,name,original_name,popularity,profile_path,credit_id,department,job
111,False,2,1150,Directing,Brian De Palma,Brian De Palma,9.024,/4xleWFdhtVC7faer6Ru2eyEgfTv.jpg,52fe4219c3a36847f8003e1f,Directing,Director
112,False,1,1176,Directing,Lone Scherfig,Lone Scherfig,1.696,/oYkh2tQyqQaZQl1cOZFdEo3ikEN.jpg,52fe4219c3a36847f8003ee7,Directing,Director
113,False,2,1188,Directing,Kim Ki-duk,Kim Ki-duk,2.975,/jvDwwSEtcPfxcUB1NlLbMHFB5ze.jpg,52fe4219c3a36847f8003f91,Directing,Director
115,False,2,1223,Directing,Joel Coen,Joel Coen,4.395,/rgVaJNkZCgMarUcZuUAsVfXMWk3.jpg,52fe4219c3a36847f80040f1,Directing,Director
115,False,2,1224,Directing,Ethan Coen,Ethan Coen,8.437,/ccvoiEe3gEMAth1Oy8SJxVeMcAk.jpg,641003d8b42242007d719126,Directing,Director
116,False,2,1243,Directing,Woody Allen,Woody Allen,15.661,/wcPQgZLDibuej1RwNTy1R2U2ZJw.jpg,52fe421ac3a36847f80041b9,Directing,Director
120,False,2,108,Directing,Peter Jackson,Peter Jackson,13.115,/bNc908d59Ba8VDNr4eCcm4G1cR.jpg,52fe421ac3a36847f80043ef,Directing,Director
123,False,2,16384,Directing,Ralph Bakshi,Ralph Bakshi,2.088,/5NxhYnuED0Jz0lLFSGBUOhM2SDx.jpg,52fe421bc3a36847f8004815,Directing,Director
132,False,2,1418,Directing,Albert Maysles,Albert Maysles,2.268,/dlel1CxK3lhhZt3inUjOpMQo8A.jpg,52fe421bc3a36847f8004b7f,Directing,Director
132,False,1,1477,Directing,Charlotte Zwerin,Charlotte Zwerin,0.6,/bVaXLZwU2lrs0zRqYyHQ5fFW7dp.jpg,52fe421cc3a36847f8004c2f,Directing,Director
132,False,2,139002,Directing,David Maysles,David Maysles,0.6,/7IDRKcdjutXI7VjuAKo5iWvrSZC.jpg,52fe421cc3a36847f8004c3f,Directing,Director
135,False,2,21113,Directing,D. A. Pennebaker,D. A. Pennebaker,1.415,/ck0VifZWw8Z0mOR7Usx3LlmuSX9.jpg,52fe421cc3a36847f8004dc1,Directing,Director
136,False,2,1496,Directing,Tod Browning,Tod Browning,2.321,/9iVkFjCS86V1UzcBERvHFjT58RC.jpg,52fe421cc3a36847f8004e03,Directing,Director
137,False,2,1524,Directing,Harold Ramis,Harold Ramis,13.233,/kmTMTxthkDAsygk3Am4IUSVYYRi.jpg,52fe421cc3a36847f8004ec7,Directing,Director
139,False,2,1558,Directing,Søren Kragh-Jacobsen,Søren Kragh-Jacobsen,0.6,/6xnfFo4wbM4slCP2qMcFjG3Jtvf.jpg,52fe421dc3a36847f800505f,Directing,Director
142,False,2,1614,Directing,Ang Lee,Ang Lee,10.104,/jrmdsPZI5WT4rmOl20Gb1Y2femb.jpg,52fe421dc3a36847f80052dd,Directing,Director
143,False,2,2000,Directing,Lewis Milestone,Lewis Milestone,1.117,/zcbvWlJTkFcVJ86Yjsvx82Mjgul.jpg,52fe421dc3a36847f8005383,Directing,Director
144,False,2,2303,Directing,Wim Wenders,Wim Wenders,6.689,/AbqrYglSgaMfetQAeqdHaqiPSof.jpg,52fe421ec3a36847f8005437,Directing,Director
147,False,2,1650,Directing,François Truffaut,François Truffaut,5.383,/23ZfIWLdmTVVeGu6OYNGEAUEtdS.jpg,52fe421ec3a36847f8005651,Directing,Director
150,False,2,1723,Directing,Walter Hill,Walter Hill,7.384,/eKJx8RBzMBQrtf98B9CxrikdOKN.jpg,52fe421ec3a36847f80058d9,Directing,Director
152,False,2,1744,Directing,Robert Wise,Robert Wise,5.266,/pRnAp3MY6SiupwRHLHXjsW6FhuA.jpg,52fe421fc3a36847f8005a53,Directing,Director
153,False,1,1769,Directing,Sofia Coppola,Sofia Coppola,4.315,/dzHC2LxmarkBxWLhjp2DRa5oCev.jpg,52fe421fc3a36847f8005b31,Directing,Director
158,False,2,1843,Directing,Thomas Jahn,Thomas Jahn,1.138,,52fe4220c3a36847f8005f33,Directing,Director
159,False,2,1869,Directing,Sönke Wortmann,Sönke Wortmann,0.997,/hFQeziBgFDu5YsLb5ofqTErq0J9.jpg,52fe4220c3a36847f8006033,Directing,Director
160,False,2,1868,Directing,Louis Lumière,Louis Lumière,0.6,/dpPuHlH1Kf0tVvnUFbwVIO1675u.jpg,54d0fb38c3a3680f37001adf,Directing,Director
161,False,2,1884,Directing,Steven Soderbergh,Steven Soderbergh,4.689,/872DPaUxTlAOhxBb70h3vaWhMvz.jpg,52fe4220c3a36847f800612d,Directing,Director
166,False,2,1961,Directing,Claude Pinoteau,Claude Pinoteau,1.294,/8ZKN7aLjMZf2cr0BxlDDPiKipAO.jpg,52fe4221c3a36847f8006527,Directing,Director
167,False,2,1978,Directing,Iain Softley,Iain Softley,1.811,/p2D9UrLOGOFoiOC5pmmsEUqLOEr.jpg,52fe4221c3a36847f80065cb,Directing,Director
170,False,2,2034,Directing,Danny Boyle,Danny Boyle,6.738,/1swpLgXTT88tjlaswAfaGrHmAhi.jpg,52fe4222c3a36847f8006815,Directing,Director
173,False,2,2087,Directing,Richard Fleischer,Richard Fleischer,3.606,/vAPv1aa28u12zcq8YMvuwZu1hhC.jpg,52fe4222c3a36847f80069fb,Directing,Director
179,False,2,2226,Directing,Sydney Pollack,Sydney Pollack,5.305,/j3iXrQDiceGrAzEF6HE49zA7Wwj.jpg,52fe4223c3a36847f8006e69,Directing,Director
183,False,2,1213162,Directing,Todd Holland,Todd Holland,1.752,/2BadWgY9hzJKpiRG63fo6NuE2Xw.jpg,5458becd0e0a261158001b48,Directing,Director
186,False,2,2291,Directing,Paul McGuigan,Paul McGuigan,2.554,/8mvSSW9LWnORFvClg4sdHfM1zZJ.jpg,52fe4224c3a36847f80072b1,Directing,Director
190,False,0,2300,Directing,Timo Mugele,Timo Mugele,0.6,,52fe4224c3a36847f800749d,Directing,Director
190,False,2,2301,Directing,Marcus Niehaves,Marcus Niehaves,0.6,,52fe4224c3a36847f80074a3,Directing,Director
191,False,2,2332,Directing,Christian Petzold,Christian Petzold,0.725,/yRAYz7hLfcKYvdr2L5E4WcWBrOy.jpg,52fe4224c3a36847f80074f1,Directing,Director
192,False,2,2352,Directing,Jean-Jacques Annaud,Jean-Jacques Annaud,2.983,/dSVa9BbqtcJmH8YJmVtna0ciBim.jpg,52fe4224c3a36847f80075e5,Directing,Director
193,False,2,2380,Directing,David Carson,David Carson,0.972,,52fe4225c3a36847f80076c3,Directing,Director
194,False,2,2419,Directing,Jean-Pierre Jeunet,Jean-Pierre Jeunet,2.7,/u3QmPbF9gdTTLsAHS97ic93gg6S.jpg,52fe4225c3a36847f8007801,Directing,Director
195,False,2,2428,Directing,Ernst Lubitsch,Ernst Lubitsch,1.935,/tAsEhwiu3oqDgzCZSYN2xu0dEdD.jpg,52fe4225c3a36847f8007825,Directing,Director
205,False,2,2589,Directing,Terry George,Terry George,2.574,/7bQWwSTLYcHACu3UDAhlBZWTg82.jpg,52fe4226c3a36847f8007ed9,Directing,Director
206,False,2,2631,Directing,Mario Andreacchio,Mario Andreacchio,1.094,,52fe4227c3a36847f8007f97,Directing,Director
207,False,2,2690,Directing,Peter Weir,Peter Weir,4.866,/4GxIZX5gtbMpW4ZgHwvGmLSIHOE.jpg,52fe4227c3a36847f8007fe1,Directing,Director
211,False,2,10230,Directing,Hannes Stöhr,Hannes Stöhr,1.4,,52fe4227c3a36847f800807b,Directing,Director
212,False,2,2662,Directing,Frank Capra,Frank Capra,4.054,/ekvnffPsTGHyukMHpxprNxRt3g5.jpg,52fe4227c3a36847f8008103,Directing,Director
213,False,2,2636,Directing,Alfred Hitchcock,Alfred Hitchcock,21.166,/108fiNM6poRieMg7RIqLJRxdAwG.jpg,52fe4227c3a36847f80081c1,Directing,Director
214,False,2,2675,Directing,Darren Lynn Bousman,Darren Lynn Bousman,3.576,/7cphExMhm74Y5ELqKCq4lR3fGn8.jpg,52fe4227c3a36847f800828d,Directing,Director
216,False,2,2725,Directing,Rainer Werner Fassbinder,Rainer Werner Fassbinder,4.074,/xll1qAg0TOzcuNlfZWEEKB1JxqR.jpg,52fe4227c3a36847f80083cf,Directing,Director
218,False,2,2710,Directing,James Cameron,James Cameron,19.107,/9NAZnTjBQ9WcXAQEzZpKy4vdQto.jpg,52fe4228c3a36847f8008515,Directing,Director
220,False,2,2746,Directing,Elia Kazan,Elia Kazan,2.046,/6aXiaOiM4rpgNv7Nj8kqetd1aEn.jpg,52fe4228c3a36847f800869d,Directing,Director
221,False,2,2765,Directing,Nicholas Ray,Nicholas Ray,3.581,/j86GyKBdkKzP8HMpfYp6FGVDSC8.jpg,52fe4228c3a36847f8008749,Directing,Director
222,False,2,2798,Directing,Walter Ruttmann,Walter Ruttmann,1.788,/tadF9CxIFsJMTMhyPRWtgDqBzsi.jpg,52fe4228c3a36847f800882f,Directing,Director
224,False,2,2801,Directing,Andrzej Wajda,Andrzej Wajda,2.901,/okI5WEqZIwFnnUmox1XgSlHDRNn.jpg,52fe4228c3a36847f8008953,Directing,Director
226,False,1,2836,Directing,Kimberly Peirce,Kimberly Peirce,2.279,/lRnwxog6xUZV26mxCVuMFM006CV.jpg,52fe4229c3a36847f8008a8d,Directing,Director
228,False,2,2891,Directing,Josef von Sternberg,Josef von Sternberg,3.741,/vOCR477NWfBYraTJJaBXtVfr2O7.jpg,52fe4229c3a36847f8008c5d,Directing,Director
229,False,2,2917,Directing,James Whale,James Whale,1.654,/zHy3hqskcPynJaWrb9DR2zUpJfd.jpg,52fe4229c3a36847f8008d25,Directing,Director
234,False,2,2991,Directing,Robert Wiene,Robert Wiene,1.661,/e3Abf50qDwnDox7Ro38Y7e0qUuQ.jpg,52fe422ac3a36847f800908b,Directing,Director
235,False,2,3026,Directing,Rob Reiner,Rob Reiner,14.011,/rcmPU3YlhHQVzZlV197qhmRsgEL.jpg,52fe422ac3a36847f8009137,Directing,Director
236,False,2,3045,Directing,P.J. Hogan,P.J. Hogan,1.886,/a9nTCDzLrnrEgD81WiRvZ4zN1VX.jpg,52fe422ac3a36847f80091fb,Directing,Director
237,False,2,3055,Directing,David Mackenzie,David Mackenzie,2.617,/ik6YTYOWdgmou40xRyPlCP4tyGC.jpg,52fe422ac3a36847f800929b,Directing,Director
239,False,2,3146,Directing,Billy Wilder,Billy Wilder,9.11,/tfVte6h2dlLn59Q0Mi6AvWAyRLP.jpg,52fe422bc3a36847f8009421,Directing,Director
241,False,2,1152,Directing,Oliver Stone,Oliver Stone,7.202,/nYduE045hGCTAYIrvVSCoTCT6MK.jpg,52fe422bc3a36847f8009607,Directing,Director
243,False,2,3224,Directing,Stephen Frears,Stephen Frears,5.522,/2QPhgz395c8MjRpBMidUdSWXOBN.jpg,52fe422cc3a36847f80098c5,Directing,Director
244,False,2,3239,Directing,Ernest B. Schoedsack,Ernest B. Schoedsack,1.891,/6Sc6QdjxCawnFHdx3P56JT3BzIe.jpg,52fe422cc3a36847f8009a1f,Directing,Director
245,False,2,3289,Directing,Paul Weitz,Paul Weitz,3.576,/54Np4lBqGM36uwpzRc4KztJxGJz.jpg,52fe422cc3a36847f8009b07,Directing,Director
246,False,2,3317,Directing,Takeshi Kitano,Takeshi Kitano,17.07,/9fyYreFJT8CPe8Ok2y1LE0btNYS.jpg,52fe422cc3a36847f8009be1,Directing,Director
250,False,2,3395,Directing,Lasse Spang Olsen,Lasse Spang Olsen,0.988,/twHJZMMeGWtqLIApmhwOIt2C8xT.jpg,52fe422dc3a36847f8009e8f,Directing,Director
252,False,2,3451,Directing,Mel Stuart,Mel Stuart,1.4,/hOMTPvZtyjyGeH5q86YOlggm1kl.jpg,52fe422dc3a36847f8009fe5,Directing,Director
253,False,2,9915,Directing,Guy Hamilton,Guy Hamilton,3.283,/xXRi72ziu0jE6g3k37mxzk4E2oD.jpg,52fe422dc3a36847f800a0ad,Directing,Director
257,False,2,3556,Directing,Roman Polanski,Roman Polanski,7.509,/5Kks5RMO2az5YOcFJjYXiDt4qH1.jpg,52fe422ec3a36847f800a3e7,Directing,Director
266,False,2,3776,Directing,Jean-Luc Godard,Jean-Luc Godard,8.694,/rRFS6OMlnRZY0v34hJi3wNuchep.jpg,52fe422fc3a36847f800a8e7,Directing,Director
273,False,2,3722,Directing,Hans Weingartner,Hans Weingartner,0.84,,52fe4230c3a36847f800acbf,Directing,Director
274,False,2,16294,Directing,Jonathan Demme,Jonathan Demme,3.835,/w9Lw3xTEFQUYELkl9AH5i3p5OhJ.jpg,52fe4230c3a36847f800adbd,Directing,Director
279,False,2,3974,Directing,Miloš Forman,Miloš Forman,2.815,/O2Crxh0l3u1mxHvjA6003gEpi7.jpg,52fe4231c3a36847f800b1bb,Directing,Director
281,False,1,14392,Directing,Kathryn Bigelow,Kathryn Bigelow,6.636,/7wiMnFR6WP9SK870AvNQ3LccLi7.jpg,52fe4231c3a36847f800b373,Directing,Director
288,False,2,4065,Directing,Fred Zinnemann,Fred Zinnemann,2.85,/vCdL6xfN6ey7Zb8SRb6ROiuFV8n.jpg,52fe4232c3a36847f800b757,Directing,Director
289,False,2,4109,Directing,Michael Curtiz,Michael Curtiz,3.881,/AnxPuEsdjPTJ6uIaHY0KdgBeu7t.jpg,52fe4233c3a36847f800b83b,Directing,Director
294,False,1,4163,Directing,Donna Deitch,Donna Deitch,1.726,/sxMj1Mtdm9FGiRNIfyfSz4vI88S.jpg,52fe4233c3a36847f800bc33,Directing,Director
296,False,2,7213,Directing,Jonathan Mostow,Jonathan Mostow,6.501,/yRMYvjGLIf0aOUKVLnU6jSpR1oQ.jpg,52fe4233c3a36847f800bc99,Directing,Director
301,False,2,11435,Directing,Howard Hawks,Howard Hawks,4.357,/hG2oF9wZlqwGqP6EhG0qaN9Afg7.jpg,52fe4234c3a36847f800c11b,Directing,Director
302,False,2,4387,Directing,François Ozon,François Ozon,4.512,/uf0PWUFwYlZpDFVaHF7qDR4uvID.jpg,52fe4234c3a36847f800c159,Directing,Director
306,False,2,4610,Directing,John Landis,John Landis,7.947,/nXKdxxELgAaGecCpxAWCoj6TV3f.jpg,52fe4235c3a36847f800c321,Directing,Director
307,False,2,4410,Directing,Roberto Rossellini,Roberto Rossellini,3.907,/tdHaR0BGoJcT8yNrcAX4NE6cmyU.jpg,52fe4235c3a36847f800c3c3,Directing,Director
308,False,2,4429,Directing,Jim Jarmusch,Jim Jarmusch,5.264,/iMpIrvhoO9SZWhiDkSzaUt9Yd4N.jpg,52fe4235c3a36847f800c491,Directing,Director
309,False,2,4453,Directing,Thomas Vinterberg,Thomas Vinterberg,3.802,/1lChKBPVLqbn7Kl8lHghybBVzgw.jpg,52fe4235c3a36847f800c577,Directing,Director
310,False,2,4499,Directing,Tom Shadyac,Tom Shadyac,3.947,/kuliB1DrKSbdn2jxESncPbWxGrD.jpg,52fe4236c3a36847f800c66d,Directing,Director
311,False,2,4385,Directing,Sergio Leone,Sergio Leone,9.567,/2576qoW8l9Z1nKGM10ar60aIwUu.jpg,52fe4236c3a36847f800c745,Directing,Director
312,False,1,4522,Directing,Caroline Link,Caroline Link,1.673,/wury1wJHNfzVmePjjGCBkAqpUmJ.jpg,52fe4236c3a36847f800c8b3,Directing,Director
313,False,2,4575,Directing,Marc Evans,Marc Evans,0.98,/h7CkE0A3ZLI3InPJRx0J5uPF8Wj.jpg,52fe4236c3a36847f800c9f7,Directing,Director
314,True,2,4586,Directing,Pitof,Pitof,3.674,/z7lKv1EscqXN6LjxEj45gE3D1jA.jpg,52fe4236c3a36847f800ca97,Directing,Director
315,False,2,4590,Directing,Russ Meyer,Russ Meyer,3.28,/zNVAAdgIk9q3SQadZuQKr6wHlXM.jpg,52fe4236c3a36847f800cb13,Directing,Director
316,False,2,4617,Directing,Andreas Dresen,Andreas Dresen,1.652,/aNgqbOIPxBNkrDnpM2qzXYBTanb.jpg,52fe4237c3a36847f800cb97,Directing,Director
317,False,1,4634,Directing,Jasmila Žbanić,Jasmila Žbanić,1.092,/kDNpD0wHILT2Vm8TqWPlxJRrbX5.jpg,52fe4237c3a36847f800cc19,Directing,Director
326,False,2,4755,Directing,David R. Ellis,David R. Ellis,3.256,/zw1ccRyxUBy0y7JDdXTZAYg96xd.jpg,52fe4238c3a36847f800d123,Directing,Director
331,False,2,4945,Directing,Joe Johnston,Joe Johnston,10.27,/fbGZo6CG9Z9zKFh8D5wHunyu7gJ.jpg,52fe4238c3a36847f800d479,Directing,Director
332,False,2,4759,Directing,David Kellogg,David Kellogg,1.38,,52fe4238c3a36847f800d529,Directing,Director
333,False,1,4760,Directing,Deepa Mehta,Deepa Mehta,1.427,/d4EDC75axLzRLvwlSz7xMIrqQbv.jpg,52fe4239c3a36847f800d5bb,Directing,Director
334,False,2,4762,Directing,Paul Thomas Anderson,Paul Thomas Anderson,9.527,/29DHpRKddqTwo2NU162Y49JoQYa.jpg,52fe4239c3a36847f800d677,Directing,Director
337,False,2,5005,Directing,François Dupeyron,François Dupeyron,0.631,,52fe4239c3a36847f800d8cd,Directing,Director
338,False,2,4780,Directing,Wolfgang Becker,Wolfgang Becker,2.588,/zAR0n3cgkhhDZUx2xQsy2Cfzwyz.jpg,52fe4239c3a36847f800d961,Directing,Director
341,False,2,4883,Directing,Manuel Pradal,Manuel Pradal,1.4,/bZukjvaK7VbZ1qgmVsEUzlOqdXC.jpg,52fe423ac3a36847f800dc6f,Directing,Director
342,False,2,5192,Directing,Marco Kreuzpaintner,Marco Kreuzpaintner,0.791,/kFz3ul8562LJiN23yrz402Wyvq6.jpg,52fe423ac3a36847f800dd09,Directing,Director
343,False,2,4964,Directing,Hal Ashby,Hal Ashby,3.179,/9vctTo3QwSZmeALbeWlNXmUu8cB.jpg,52fe423ac3a36847f800ddd1,Directing,Director
346,False,2,5026,Directing,Akira Kurosawa,Akira Kurosawa,14.485,/eGexa6MZ22T1MZxce1qR3RcAYaS.jpg,52fe423bc3a36847f800dfdd,Directing,Director
