userId,movieId,rating,timestamp_date
2,846433,4,1996-06-21 20:13:24
2,458156,3,1996-06-21 20:11:51
2,829410,4,1996-06-21 20:16:30
2,673,2,1996-06-21 20:17:08
2,772515,4,1996-06-21 20:14:03
2,785084,3,1996-06-21 20:18:38
2,899112,3,1996-06-21 20:18:00
2,663712,4,1996-06-21 20:15:31
2,1068141,4,1996-06-21 20:17:40
2,414906,4,1996-06-21 20:15:19
2,653851,4,1996-06-21 20:16:57
2,585511,4,1996-06-21 20:15:31
2,555604,4,1996-06-21 20:23:19
2,882598,3,1996-06-21 20:16:07
2,568124,3,1996-06-21 20:21:49
2,508947,5,1996-06-21 20:16:07
2,1045944,3,1996-06-21 20:17:40
2,299536,5,1996-06-21 20:16:57
2,873126,3,1996-06-21 20:16:30
2,767,3,1996-06-21 20:16:19
2,1607,3,1996-06-21 20:10:41
2,399566,5,1996-06-21 20:14:57
2,575322,5,1996-06-21 20:09:55
2,937278,5,1996-06-21 20:09:55
2,438148,3,1996-06-21 20:11:51
2,615,3,1996-06-21 20:18:52
2,438631,4,1996-06-21 20:22:21
2,14836,4,1996-06-21 20:19:38
3,829560,3,2011-02-28 11:54:35
3,274855,4,2011-03-01 04:40:49
3,585083,3.5,2011-02-28 11:53:57
3,718930,3,2011-02-28 11:56:01
3,22,4.5,2011-02-28 12:06:58
3,836225,5,2011-02-28 12:02:01
3,118412,2.5,2011-02-28 11:53:09
3,830784,5,2011-02-28 12:02:47
3,267805,2.5,2011-03-01 05:00:42
3,740952,3,2011-02-28 12:08:48
3,760741,3,2011-03-01 04:41:40
3,438695,3,2011-03-01 05:00:47
3,113082,3,2011-03-01 04:37:20
3,597,2,2011-03-01 05:01:00
3,931954,3.5,2011-03-01 07:39:47
3,245891,4,2011-02-28 12:19:17
3,585,3,2011-02-28 11:54:47
3,782936,5,2011-03-01 07:39:30
3,717728,3,2011-03-01 04:36:35
3,792775,4,2011-02-28 11:53:48
3,385128,3,2011-02-28 11:53:25
3,324786,4,2011-02-28 11:54:18
3,4935,3.5,2011-03-01 04:41:29
3,851644,4.5,2011-03-01 05:00:36
3,338958,4,2011-02-28 12:19:03
3,675,4,2011-03-01 04:37:42
3,384018,4,2011-02-28 11:55:53
3,877269,3,2011-02-28 11:56:29
3,524434,3,2011-02-28 12:11:50
3,955991,3.5,2011-02-28 11:56:36
3,744276,3,2011-03-01 05:13:37
3,919570,3.5,2011-03-01 04:40:57
3,760204,4,2011-02-28 11:55:33
3,285,4,2011-03-01 04:37:05
3,996727,5,2011-02-28 12:14:34
3,580489,3,2011-02-28 11:59:28
3,809,4,2011-02-28 11:53:53
3,960704,5,2011-02-28 12:19:34
3,852046,3,2011-03-01 05:01:06
3,924482,3.5,2011-02-28 12:11:12
3,10144,3,2011-03-01 04:41:20
3,290271,2.5,2011-03-01 04:36:27
3,335787,3,2011-03-01 04:41:05
3,877703,3.5,2011-02-28 11:54:10
3,829557,3,2011-03-01 07:39:26
3,661374,3.5,2011-02-28 12:09:15
3,539681,3.5,2011-03-01 07:39:00
3,739405,4.5,2011-02-28 12:06:01
3,862,4.5,2011-02-28 12:07:47
3,610150,3,2011-03-01 04:41:11
3,752623,4,2011-03-01 04:42:10
4,157336,4,2000-02-06 13:17:25
4,764,5,2000-02-07 19:32:36
4,960258,5,2000-02-06 13:16:22
4,7445,5,2000-02-07 19:34:41
4,156022,4,2000-02-06 13:29:06
4,338953,3,2000-02-06 13:29:06
4,345887,3,2000-02-07 19:40:47
4,337339,5,2000-02-06 04:30:42
4,106646,4,2000-02-06 04:26:42
4,2062,5,2000-02-07 12:55:08
4,943221,3,2000-02-06 13:16:58
4,916605,5,2000-02-06 13:16:22
4,58,5,2000-02-07 19:36:03
4,642885,5,2000-02-07 19:34:41
4,1024546,5,2000-02-08 03:52:18
4,1001835,4,2000-02-07 12:58:07
4,1037858,3,2000-02-06 13:15:34
4,129,3,2000-02-07 19:38:03
4,337404,3,2000-02-07 12:56:12
4,818397,4,2000-02-06 13:18:08
4,726759,1,2000-02-07 19:42:15
4,576784,4,2000-02-07 19:36:42
4,683328,4,2000-02-07 19:40:28
4,425,4,2000-02-06 13:28:35
4,216015,5,2000-02-06 13:16:22
4,774825,5,2000-02-06 04:31:31
4,480530,5,2000-02-08 03:51:26
4,639933,5,2000-02-07 19:38:58
4,460465,3,2000-02-06 13:15:34
4,862965,5,2000-02-08 03:52:18
4,1040603,5,2000-02-08 03:53:58
4,810,4,2000-02-08 12:57:18
4,8587,5,2000-02-08 03:50:44
4,799379,5,2000-02-06 04:30:22
4,238,5,2000-02-07 19:26:29
4,760161,4,2000-02-07 19:28:26
4,629176,5,2000-02-07 19:27:27
4,18785,5,2000-02-08 03:49:56
4,24428,4,2000-02-07 19:30:54
4,848058,4,2000-02-07 19:28:42
4,979924,5,2000-02-08 03:53:58
4,293660,5,2000-02-08 03:53:58
4,579974,5,2000-02-07 13:06:17
4,615777,5,2000-02-07 13:06:17
4,373571,5,2000-02-08 03:52:18
4,406759,5,2000-02-08 03:53:58
4,337167,5,2000-02-07 13:04:04
4,566525,5,2000-02-07 19:29:32
4,198663,5,2000-02-06 13:32:03
4,497,5,2000-02-07 12:55:32
4,8966,5,2000-02-06 04:26:11
4,751741,5,2000-02-07 19:29:59
4,756999,5,2000-02-07 13:04:35
4,880841,5,2000-02-07 19:29:32
4,363088,5,2000-02-07 19:30:19
4,542196,5,2000-02-06 04:32:53
4,10674,5,2000-02-06 13:31:30
4,14160,5,2000-02-06 04:32:53
4,294272,5,2000-02-07 13:04:04
4,459151,5,2000-02-07 13:02:39
4,120,5,2000-02-06 04:32:53
4,168259,5,2000-02-06 04:25:14
4,38757,5,2000-02-07 12:55:08
4,102899,5,2000-02-06 13:11:01
4,11224,5,2000-02-06 04:32:53
4,10198,5,2000-02-06 13:32:03
4,1865,5,2000-02-07 19:18:13
4,121,5,2000-02-06 04:32:53
4,718789,5,2000-02-07 19:29:32
4,118,5,2000-02-07 13:04:04
4,12,5,2000-02-07 19:31:59
4,166428,5,2000-02-06 13:33:22
4,312221,5,2000-02-07 19:19:03
4,423108,4,2000-02-06 13:32:39
4,810693,5,2000-02-07 19:33:11
4,354912,5,2000-02-06 13:32:03
4,863,5,2000-02-07 19:29:32
4,41446,5,2000-02-08 03:49:56
4,744,4,2000-02-06 13:32:39
4,626735,5,2000-02-06 13:31:30
4,760104,5,2000-02-07 19:19:03
4,278,4,2000-02-07 19:22:07
4,177572,4,2000-02-06 13:33:22
4,296096,4,2000-02-07 13:04:35
4,4247,5,2000-02-08 12:57:54
4,12445,5,2000-02-07 19:27:27
4,1027159,4,2000-02-06 13:16:22
4,637649,4,2000-02-06 13:11:42
4,779782,3,2000-02-07 19:40:04
4,381284,4,2000-02-07 19:19:47
4,958196,3,2000-02-07 19:21:44
4,788752,3,2000-02-06 13:18:08
4,526896,5,2000-02-07 13:06:17
4,545611,5,2000-02-06 13:11:01
4,964980,4,2000-02-06 13:11:42
4,1726,5,2000-02-07 12:56:12
4,283995,3,2000-02-06 13:27:10
4,460458,5,2000-02-07 19:39:38
4,785398,4,2000-02-06 13:32:39
4,86331,5,2000-02-07 13:04:04
4,842675,1,2000-02-07 12:57:44
4,6479,5,2000-02-07 19:35:38
4,537915,4,2000-02-06 13:18:08
4,8355,2,2000-02-07 12:59:16
4,9820,5,2000-02-06 13:11:01
4,829280,5,2000-02-06 13:11:01
4,960700,5,2000-02-07 19:19:03
4,138843,3,2000-02-08 03:52:18
4,900667,5,2000-02-06 13:32:39
4,299534,5,2000-02-07 13:05:09
4,948276,5,2000-02-06 13:33:22
4,649609,3,2000-02-07 12:58:27
4,9502,2,2000-02-07 19:22:50
4,12444,5,2000-02-07 13:01:10
4,508943,4,2000-02-07 19:30:54
4,774752,5,2000-02-06 04:26:11
4,624860,4,2000-02-06 13:35:38
4,497698,4,2000-02-07 13:01:54
4,260514,4,2000-02-08 12:57:19
4,9552,4,2000-02-07 13:03:03
4,348893,5,2000-02-06 13:16:58
4,287947,3,2000-02-07 13:01:54
4,383498,5,2000-02-07 19:17:28
4,10192,5,2000-02-08 03:50:44
4,122,5,2000-02-07 19:28:26
4,529203,4,2000-02-08 12:57:19
4,629542,5,2000-02-08 03:50:44
4,961484,5,2000-02-07 13:01:54
4,920,5,2000-02-08 03:53:58
4,436969,5,2000-02-07 13:03:03
4,4232,4,2000-02-07 19:40:28
4,613504,5,2000-02-08 03:52:18
4,10020,5,2000-02-07 13:01:54
4,4248,5,2000-02-08 03:49:56
4,791373,4,2000-02-07 13:01:54
4,766507,5,2000-02-07 19:29:59
4,315162,3,2000-02-07 13:05:09
4,303857,5,2000-02-07 19:22:07
4,111,5,2000-02-07 19:23:14
4,512195,4,2000-02-07 19:36:03
4,640,5,2000-02-07 13:01:10
4,214756,4,2000-02-08 12:57:19
4,985103,4,2000-02-07 13:01:54
4,879538,5,2000-02-06 13:33:23
4,57212,5,2000-02-07 13:01:10
4,860623,5,2000-02-07 13:01:10
4,372058,3,2000-02-07 13:01:10
4,791155,5,2000-02-07 19:19:24
4,99861,4,2000-02-06 13:32:39
4,3933,3,2000-02-07 13:05:09
4,585245,5,2000-02-07 12:56:12
4,35,5,2000-02-07 19:32:36
4,284052,4,2000-02-07 19:22:07
4,1024530,4,2000-02-06 13:33:23
4,560057,4,2000-02-07 19:23:14
4,11,5,2000-02-07 19:23:14
4,639838,4,2000-02-06 13:11:42
4,9288,5,2000-02-08 12:57:54
4,746524,5,2000-02-07 19:21:15
4,9023,4,2000-02-07 13:04:35
4,744275,1,2000-02-07 12:59:53
4,896485,5,2000-02-06 13:16:22
4,102382,5,2000-02-06 13:11:01
4,14161,3,2000-02-07 19:17:51
4,155,4,2000-02-07 13:08:17
4,725201,4,2000-02-07 13:08:17
4,12153,5,2000-02-06 13:32:03
4,588228,5,2000-02-06 13:16:22
4,67308,4,2000-02-06 04:25:14
4,933419,1,2000-02-07 13:08:41
4,550988,5,2000-02-07 19:29:59
4,626872,5,2000-02-06 13:31:30
4,919355,4,2000-02-06 13:33:23
4,518896,5,2000-02-07 13:01:10
4,131631,5,2000-02-06 13:35:38
4,454626,3,2000-02-06 13:27:10
4,476669,3,2000-02-07 19:21:15
4,765,5,2000-02-07 13:01:54
4,899579,5,2000-02-07 13:06:17
4,1049233,2,2000-02-07 13:05:09
4,557,1,2000-02-07 13:05:09
4,49013,4,2000-02-06 13:15:34
4,122917,5,2000-02-06 13:32:39
4,901563,5,2000-02-07 13:01:10
4,696806,3,2000-02-07 13:00:15
4,417859,5,2000-02-07 19:20:07
4,39254,5,2000-02-06 13:11:01
4,527774,3,2000-02-07 13:09:03
4,429473,5,2000-02-08 03:50:44
4,532639,4,2000-02-06 13:32:39
4,830788,5,2000-02-07 19:30:19
4,648579,5,2000-02-07 19:34:16
4,11849,4,2000-02-07 19:18:35
4,287590,4,2000-02-07 13:04:35
4,297802,4,2000-02-06 13:33:23
4,228150,5,2000-02-07 19:35:38
4,269149,4,2000-02-07 19:21:44
4,10191,2,2000-02-06 04:29:06
4,10138,4,2000-02-06 13:32:03
4,934287,5,2000-02-07 19:22:50
4,6844,4,2000-02-07 19:35:38
4,305470,3,2000-02-07 19:37:25
4,736732,5,2000-02-07 12:55:32
4,82702,2,2000-02-08 12:57:18
5,603,4,2006-11-13 08:42:37
5,762504,4,2006-11-13 08:42:32
5,13811,4,2006-11-13 08:37:19
5,818648,4,2006-11-13 08:30:42
5,675445,4,2006-11-13 08:33:24
5,953,3.5,2006-11-13 08:22:42
5,856245,4.5,2006-11-13 08:13:28
5,38234,3.5,2006-11-13 08:20:36
5,897192,4,2006-11-13 08:29:12
5,773867,4,2006-11-13 08:22:32
5,249070,4,2006-11-13 08:22:35
5,1646,4,2006-11-13 08:20:10
5,109418,4,2006-11-13 08:34:37
5,330457,4.5,2006-11-13 08:21:58
5,878375,4,2006-11-13 08:33:12
5,315635,3.5,2006-11-13 08:19:11
5,91314,4,2006-11-13 08:29:50
5,10195,5,2006-11-13 08:21:51
5,425909,3.5,2006-11-13 08:43:13
5,10681,2.5,2006-11-13 08:20:51
5,801335,3.5,2006-11-13 08:12:15
5,9487,4,2006-11-13 08:31:26
5,497828,4,2006-11-13 08:15:16
5,72190,5,2006-11-13 08:11:43
5,9732,3,2006-11-13 08:29:33
5,38365,2.5,2006-11-13 08:30:39
5,420818,4,2006-11-13 08:36:22
5,1930,4,2006-11-13 08:34:55
5,11544,5,2006-11-13 08:10:44
5,564,3.5,2006-11-13 08:29:25
5,616820,4.5,2006-11-13 08:36:48
5,338947,3.5,2006-11-13 08:36:02
5,872177,4,2006-11-13 08:30:14
5,950,4,2006-11-13 08:22:24
5,550,4,2006-11-13 08:36:41
5,790496,4.5,2006-11-13 08:30:51
5,818647,4.5,2006-11-13 08:22:06
5,755812,4,2006-11-13 08:21:15
5,18239,4,2006-11-13 08:32:04
5,9637,3.5,2006-11-13 08:36:33
5,260346,1.5,2006-11-13 08:13:08
5,801965,5,2006-11-13 08:11:49
5,324857,4,2006-11-13 08:14:36
5,259693,4,2006-11-13 08:14:11
5,335795,3.5,2006-11-13 08:29:44
5,759175,4,2006-11-13 08:13:13
5,27205,3.5,2006-11-13 08:31:30
5,581726,4,2006-11-13 08:21:19
5,602223,4.5,2006-11-13 08:14:53
5,800815,4,2006-11-13 08:30:46
5,615457,3.5,2006-11-13 08:22:23
5,668461,3.5,2006-11-13 08:42:27
5,347201,3.5,2006-11-13 08:31:18
5,945675,3.5,2006-11-13 08:28:47
5,593643,3.5,2006-11-13 08:31:03
5,1007401,3.5,2006-11-13 08:33:28
5,119450,4,2006-11-13 08:28:57
5,24021,3.5,2006-11-13 08:12:28
5,705996,4.5,2006-11-13 08:30:35
5,427641,3.5,2006-11-13 08:29:58
5,47971,4,2006-11-13 08:14:33
5,109445,4,2006-11-13 08:43:45
5,581528,3.5,2006-11-13 08:21:36
5,379686,4.5,2006-11-13 08:45:45
5,11688,3.5,2006-11-13 08:28:23
5,9806,3.5,2006-11-13 08:32:34
5,317442,4.5,2006-11-13 08:43:53
5,98566,3.5,2006-11-13 08:45:31
5,13186,3,2006-11-13 08:19:08
5,447362,4.5,2006-11-13 08:20:16
5,559,3.5,2006-11-13 08:43:15
5,1010818,4.5,2006-11-13 08:14:59
5,370172,4.5,2006-11-13 08:20:06
5,12429,4,2006-11-13 08:34:03
5,335984,3.5,2006-11-13 08:30:06
5,11970,4.5,2006-11-13 08:33:09
5,8247,3,2006-11-13 08:21:28
5,166426,4,2006-11-13 08:35:33
5,1579,3.5,2006-11-13 08:34:51
5,811656,4,2006-11-13 08:36:12
5,451048,4,2006-11-13 08:20:26
5,105864,4,2006-11-13 08:34:15
5,5336,2.5,2006-11-13 08:13:58
5,49018,4,2006-11-13 08:35:11
5,1366,4,2006-11-13 08:39:02
5,141052,4,2006-11-13 08:33:01
5,254128,3.5,2006-11-13 08:28:38
5,10867,4.5,2006-11-13 08:19:53
5,884363,4,2006-11-13 08:33:46
5,408,4.5,2006-11-13 08:32:20
5,726684,4.5,2006-11-13 08:38:22
5,150540,3.5,2006-11-13 08:29:37
5,284053,5,2006-11-13 08:30:11
5,400160,4,2006-11-13 08:35:17
5,722149,4.5,2006-11-13 08:30:27
5,520763,4,2006-11-13 08:31:15
5,271110,4.5,2006-11-13 08:31:23
5,11036,4,2006-11-13 08:29:04
5,297,4,2006-11-13 08:29:27
5,755566,4.5,2006-11-13 08:32:37
6,8681,4,2005-02-25 00:16:52
6,321612,2,2005-02-12 00:04:23
6,366672,2,2005-02-25 00:17:08
6,11836,5,2005-02-12 00:08:59
6,639721,4,2005-02-12 00:04:29
6,630004,4,2005-02-12 00:04:59
6,4256,5,2005-02-12 00:04:26
6,280,4.5,2005-02-12 00:04:44
6,10527,4.5,2005-02-25 00:16:36
6,747803,4.5,2005-02-12 00:05:09
6,596161,4.5,2005-02-12 00:05:39
6,297270,2,2005-02-25 00:16:21
6,15092,2,2005-02-25 00:16:19
6,9769,2,2005-02-25 00:18:01
6,350,2,2005-02-25 00:16:34
6,1724,0.5,2005-02-12 00:05:34
6,57214,3,2005-02-12 00:05:44
6,508442,3,2005-02-12 00:04:49
6,972313,4,2005-02-25 00:17:50
6,948050,4,2005-02-25 00:18:05
6,10009,4,2005-02-25 00:16:15
6,43347,3.5,2005-02-12 00:04:51
6,680,3,2005-02-25 00:17:25
6,795514,4,2005-02-12 00:04:53
6,9902,1,2005-02-25 00:16:42
6,124905,2,2005-02-12 00:04:31
6,9325,4,2005-02-12 00:04:34
6,150689,3,2005-02-25 00:17:37
6,807356,4.5,2005-02-12 00:09:05
6,881462,3,2005-02-25 00:16:39
6,490132,1,2005-02-12 00:05:37
6,87101,4,2005-02-25 00:16:23
6,209112,3.5,2005-02-25 00:17:30
6,703451,1.5,2005-02-25 00:16:30
6,628900,1.5,2005-02-25 00:16:57
6,345938,1.5,2005-02-25 00:17:06
6,823625,5,2005-02-12 00:05:11
6,1033107,3,2005-02-12 00:08:54
6,936061,5,2005-02-12 00:08:39
6,869,4,2005-02-12 00:08:44
6,10567,3.5,2005-02-12 00:08:46
6,800345,4,2005-02-12 00:08:57
6,4257,3,2005-02-12 00:08:51
6,1015602,4.5,2005-02-12 00:08:41
7,464052,3,1996-12-29 22:38:23
7,857,3,1996-12-29 23:17:15
7,68726,3,1996-12-29 22:48:09
7,341174,3,1996-12-29 23:12:30
7,665,4,1996-12-29 22:57:41
7,333339,4,1996-12-29 22:41:41
7,615173,3,1996-12-29 22:39:04
7,10193,5,1996-12-29 23:03:08
7,9479,4,1996-12-29 22:38:40
7,846778,4,1996-12-29 22:38:24
7,9757,4,1996-12-29 23:03:26
7,126963,2,1996-12-29 23:11:44
7,76338,3,1996-12-29 23:11:45
7,611698,5,1996-12-29 23:17:42
7,105,3,1996-12-29 23:03:08
7,632357,2,1996-12-29 23:19:21
7,1734,5,1996-12-29 23:03:07
7,496243,3,1996-12-29 23:08:44
7,348,3,1996-12-29 22:49:05
7,337401,3,1996-12-29 22:53:41
7,8277,3,1996-12-29 22:59:01
7,9532,3,1996-12-29 23:03:08
7,2109,3,1996-12-29 22:50:36
7,601796,3,1996-12-29 23:00:20
7,567189,3,1996-12-29 22:56:30
7,50619,3,1996-12-29 23:21:31
7,1954,4,1996-12-29 23:21:31
7,19913,4,1996-12-29 23:19:21
7,4233,3,1996-12-29 22:54:29
7,531219,4,1996-12-29 23:04:06
7,474350,3,1996-12-29 22:54:48
7,475557,4,1996-12-29 23:17:15
7,76341,4,1996-12-29 23:00:19
7,833425,4,1996-12-29 23:00:44
7,5175,3,1996-12-29 23:19:00
7,8920,4,1996-12-29 23:03:06
7,4258,3,1996-12-29 23:14:23
7,838484,4,1996-12-29 23:00:20
7,49026,3,1996-12-29 23:00:44
7,1374,3,1996-12-29 23:01:14
7,335983,4,1996-12-29 22:40:06
7,997120,3,1996-12-29 22:39:04
7,812,5,1996-12-29 23:00:19
7,589761,2,1996-12-29 22:39:44
7,106,1,1996-12-29 22:38:24
7,335988,1,1996-12-29 22:39:23
7,207703,5,1996-12-29 23:00:20
7,310,3,1996-12-29 22:38:23
7,8689,2,1996-12-29 22:39:04
7,587807,4,1996-12-29 23:04:49
7,763285,3,1996-12-29 23:18:22
7,307081,3,1996-12-29 22:39:04
7,50620,4,1996-12-29 22:48:40
7,50014,4,1996-12-29 22:48:09
7,535167,3,1996-12-29 23:05:08
7,715931,3,1996-12-29 22:52:33
7,49521,3,1996-12-29 23:18:23
7,8363,4,1996-12-29 22:48:09
7,75656,5,1996-12-29 23:00:19
7,3170,5,1996-12-29 23:17:14
7,62177,3,1996-12-29 22:48:09
7,13,5,1996-12-29 23:17:15
7,1006851,5,1996-12-29 23:17:14
7,14128,4,1996-12-29 22:49:39
7,1250,5,1996-12-29 23:00:44
7,135397,5,1996-12-29 23:04:06
7,11430,4,1996-12-29 23:05:21
7,270946,4,1996-12-29 23:17:42
7,5174,5,1996-12-29 23:04:49
7,561,3,1996-12-29 22:50:36
7,768744,4,1996-12-29 23:18:00
7,4234,3,1996-12-29 22:50:36
7,703771,4,1996-12-29 23:05:32
7,429,4,1996-12-29 22:50:01
7,568620,3,1996-12-29 22:48:40
7,381288,3,1996-12-29 23:07:51
7,49051,4,1996-12-29 23:07:51
7,522402,3,1996-12-29 22:50:01
7,351286,3,1996-12-29 22:42:15
7,16871,3,1996-12-29 23:19:20
7,439079,3,1996-12-29 23:18:22
7,1010821,2,1996-12-29 23:20:30
7,18240,4,1996-12-29 23:17:15
7,838197,3,1996-12-29 23:19:00
7,399579,3,1996-12-29 23:17:42
7,7555,3,1996-12-29 22:54:48
7,499338,5,1996-12-29 22:42:58
7,1001865,1,1996-12-29 23:19:00
8,848123,5,2006-08-02 05:50:05
8,98,2.5,2006-08-01 08:46:12
8,8960,5,2006-08-02 05:40:36
8,852096,5,2006-08-01 11:42:53
8,390845,4,2006-08-02 08:01:08
8,12092,3.5,2006-08-02 05:40:29
8,14869,2,2006-08-01 08:43:40
8,77338,4,2006-08-02 05:49:40
8,8273,5,2006-08-02 05:38:34
8,420634,4,2006-08-01 11:46:30
8,512200,4.5,2006-08-01 11:47:55
8,19994,3.5,2006-08-01 08:42:36
8,4348,2,2006-08-01 11:45:57
8,477462,5,2006-08-01 11:42:50
8,16869,5,2006-08-01 08:43:06
8,260513,4,2006-08-02 05:40:53
8,82690,4.5,2006-08-02 05:40:33
8,44918,4,2006-08-01 11:44:44
8,72013,3.5,2006-08-01 08:43:52
8,864370,5,2006-08-01 11:43:01
8,482373,3.5,2006-08-02 05:40:41
8,1063422,4,2006-08-02 05:41:27
8,45243,4,2006-08-02 05:38:50
8,346364,4,2006-08-02 05:39:29
8,161,4,2006-08-02 05:52:53
8,62211,4,2006-08-02 05:49:54
8,8643,4,2006-08-02 05:52:35
8,10895,4,2006-08-02 05:40:11
8,783675,3,2006-08-02 05:47:10
8,454983,4,2006-08-02 05:39:07
8,883083,4,2006-08-02 05:38:40
8,70981,3.5,2006-08-01 11:47:45
8,242,0.5,2006-08-02 08:22:07
8,768362,4,2006-08-02 05:48:05
8,662708,3,2006-08-01 11:45:24
8,652,4,2006-08-02 05:47:15
8,458576,3,2006-08-01 08:43:28
8,632727,3.5,2006-08-02 05:43:10
8,345940,5,2006-08-01 08:43:05
8,10693,4,2006-08-01 08:44:51
8,11351,4,2006-08-02 08:00:52
8,68721,3,2006-08-01 11:45:08
8,2105,5,2006-08-01 11:47:38
8,343668,3.5,2006-08-01 08:45:28
8,102651,5,2006-08-02 08:02:02
8,420821,4,2006-08-02 08:00:59
8,514999,3,2006-08-01 08:44:20
8,619264,3,2006-08-02 05:47:02
8,429617,4.5,2006-08-02 05:38:55
8,240,4.5,2006-08-01 11:46:54
8,3134,4,2006-08-02 05:40:50
8,366644,5,2006-08-02 08:00:17
8,301528,3.5,2006-08-01 08:42:20
8,637,3.5,2006-08-01 11:45:51
8,32657,5,2006-08-02 05:41:29
8,13053,5,2006-08-02 05:38:58
8,820067,3.5,2006-08-02 05:42:24
8,17581,4.5,2006-08-02 05:38:37
8,244786,2.5,2006-08-01 08:45:41
8,631843,4.5,2006-08-02 05:52:38
8,15255,3.5,2006-08-01 11:45:40
8,335797,3.5,2006-08-02 08:03:39
8,493922,3,2006-08-01 11:46:00
8,101299,4.5,2006-08-02 05:42:30
8,15165,5,2006-08-02 08:02:44
8,370663,4,2006-08-02 05:41:41
8,338970,4.5,2006-08-01 11:44:26
8,800510,5,2006-08-01 11:47:21
8,10112,3.5,2006-08-01 11:43:18
8,75780,4,2006-08-01 08:44:42
8,397243,4,2006-08-02 05:52:06
8,297762,4.5,2006-08-02 05:41:13
8,75624,3.5,2006-08-01 11:44:05
8,262500,4.5,2006-08-02 05:47:59
8,13002,5,2006-08-02 05:41:45
8,396535,4,2006-08-02 05:41:55
8,767304,2.5,2006-08-01 11:45:34
8,967,3.5,2006-08-02 05:40:08
8,11932,3.5,2006-08-01 11:46:38
8,642121,4.5,2006-08-01 11:46:23
8,10386,4,2006-08-02 05:49:33
8,176,3.5,2006-08-02 05:40:19
8,854,3.5,2006-08-01 08:44:09
8,223702,5,2006-08-01 11:43:56
8,667739,3.5,2006-08-01 08:45:52
8,1359,4.5,2006-08-01 11:47:29
8,881164,4,2006-08-02 05:39:16
8,118340,4,2006-08-01 11:46:47
8,22894,4,2006-08-02 05:49:59
8,938008,3,2006-08-02 05:49:45
8,13179,4,2006-08-02 05:39:22
8,49530,3.5,2006-08-01 11:47:24
8,489,4,2006-08-01 08:44:34
8,753232,3,2006-08-01 11:43:11
8,74308,4,2006-08-02 05:41:35
8,638507,5,2006-08-02 05:48:16
8,72545,3,2006-08-01 11:44:13
8,871,3.5,2006-08-01 11:44:54
8,630,4,2006-08-02 05:39:13
8,18,4,2006-08-02 05:49:27
8,12155,4,2006-08-02 05:43:14
8,218,2.5,2006-08-01 11:47:51
8,131634,4.5,2006-08-02 05:41:08
8,9836,4,2006-08-02 05:51:39
8,147441,3,2006-08-02 05:52:28
