"DIRECTOR_ID","NAME","PROFILE_PATH"
78185,"Albert Lamorisse","/krhOEQjEneF7O8Hom719LBMN7em.jpg"
78059,"Yung Chang","/ySzHfZflnyr5byvrdNPCJmwaEBd.jpg"
107737,"Alexander Eik","/AoJdTnzeaLzS6UcCwC9ET1sMr4e.jpg"
88784,"Katsuyuki Motohiro","/pMzKFkgt18iI8sAyRFQ4ZJt3Cfv.jpg"
213380,"Milorad Milinković","/uCPMBBAxm7eIN7FPiut2DCFwJJp.jpg"
15452,"David Steinberg","/zQ6hCCSmrzBTNYuaSE3TULljJyq.jpg"
107668,"Katsuhito Ishii","/desHSa8vCjuWtEFmKs0zjXQHL32.jpg"
78107,"Takashi Koizumi","/1Z3S1bFmk8MbuZ3mzeVRwemD7FF.jpg"
146717,"Pascal Thomas","/333lmUWQatQj3ClLGWGkugtCrY3.jpg"
78120,"Daniel Adams","/r2hY5DLbB6b0eOvyqXhwgiMSWrg.jpg"
107331,"John Llewellyn Moxey","/4XyBGODx6NiRiNQEqs4Vy0CR4aR.jpg"
78176,"Dominic Brigstocke","/15PVtHTavIAvAibjNdYc8g6kcwR.jpg"
93019,"Adam Bhala Lough","/lkx90v9V4QbAKGiPybJWCych9Ns.jpg"
127415,"Vít Olmer","/6bJ9uLtnBbGh8zUS5BQeLywQBvP.jpg"
228797,"Richard Kwietniowski","/hXXOBxKHrfEjXKMhJx2xkYKMq4g.jpg"
116805,"Paul Feig","/lcD0BkGKWKynUwtPSEDLAsFdIJX.jpg"
116143,"Dibakar Banerjee","/tK8yAyFvsyLzXSjqAR2iBXHXvpr.jpg"
87918,"Ruud van Hemert","/4pzHngFSH4URXB3IWhMfD9AktUf.jpg"
106970,"Dick Carruthers","/7aAlaIq9YH3nmFlVaGpCgL5AMWr.jpg"
78336,"Nick Vallelonga","/h0GwAHN1J5lDysqgWxMIg66LNBW.jpg"
90657,"David Mallet","/z2QO0qUqJgSVEDAUKNUdVtnJrCx.jpg"
1006935,"Franco Dragone","/ilcz54pGgw2ckpLf7VtkxMpDhrJ.jpg"
229119,"Dominic Champagne","/dTEJ8mXBKD4r4melYtkZhvANr0q.jpg"
90048,"Noriyuki Abe","/6nzuwp18s7P0Rt78uBVkzlUzaCb.jpg"
78409,"Lena Koppel","/nlc7ACwYs9is4YaxL3txSf7YETN.jpg"
80207,"Kurt Kuenne","/5vhQ176yRcc4JtkTEzCLtrQF2ge.jpg"
98940,"Catherine Cyran","/qtBvphHLdTrDsnvyvNoebVCqy3Q.jpg"
78462,"Mark Haefeli","/uKmTwK0SxOc0J3RelsIwDVGRUH0.jpg"
238406,"Michael Steiner","/9k1Z68SFCR1wwhaW2eMFIcqsD9B.jpg"
86246,"Teruo Ishii","/1DBhurFCo8HofhcrlwTsu9npIIy.jpg"
113799,"Frank Perry","/q0BwayBCQzk6CIQ3HAcXOfyj50A.jpg"
78514,"David Hugh Jones","/uL7uF2AD4Lau9ofbr3cHyNuYVEr.jpg"
111944,"Bobby Roth","/6m8DxKyVFUvDQUC6krFrvV8dW0n.jpg"
76408,"Shouji Kawamori","/gdWwNDzP1l2cBIBaUACkkP8aYRt.jpg"
76409,"Noboru Ishiguro","/3XF7rUIDxjWJhjTiCHgspPOC90I.jpg"
118303,"Nacho Vigalondo","/ydoLch061IWUMdIi5CkbKnFIph8.jpg"
1100729,"Philippe Faucon","/zTVadYDYRe9NZHDWwzHZS9YIEMC.jpg"
19072,"Raphael Fejtö","/oFDhQm7oHULbODDcnx1KzXaby3o.jpg"
123979,"Philippe Harel","/jLihlfgWa5cl3qtBHK4ivXhDz6C.jpg"
72005,"Christian Vincent","/9gLQvV63BUd5rKWDVgdGDwiY7Gl.jpg"
85340,"Eric Lartigau","/vuTPNtxlqyF7A0EGXa1SZAMkmiN.jpg"
56343,"Michael Arias","/zxOmHqGubvPQGTlh84joWFR4P3y.jpg"
125346,"Tony Charmoli","/A6V9Qj4plFinm5KoLCUK4Yc4DwM.jpg"
58729,"Albert Magnoli","/2oSU8mAgcMBpNWA3ApOYZemiZEL.jpg"
93595,"Ulrik Imtiaz Rolfsen","/yleXyUr3eTMZZMNcGMNdRPsvq9s.jpg"
78845,"Arthur Lubin","/gzEgi22g1MOo2gNW0FauTs1sFF1.jpg"
105802,"Doug Pray","/v6UdvGzZUBq8dcS73shIvqpKog0.jpg"
130790,"Pete Riski","/hEpO1Atb5kLPJVUAayrRIjKjEK9.jpg"
75570,"Baillie Walsh","/obxiFED41X4gkuO4abyi9mgIluc.jpg"
75590,"Kieth Merrill","/9p3ZA9eHRmqUbVmYSlHbtG165BA.jpg"
103679,"Per Åhlin","/Au0H2LfP8eHgiBuDvmL8xZ0tnxj.jpg"
75646,"Bryan Barber","/onzSvWmA8lLbdE6HWpSCvclcXbM.jpg"
75675,"Ana Kokkinos","/bDweE20hjxzc6M51pjAs2jcglDE.jpg"
75699,"Lisa Cholodenko","/2VUG5YijOlblFET7c5dtsTJSmm6.jpg"
35785,"Siddharth Anand","/9hQ4sX2XgOWvfJFv39z4uYrisqs.jpg"
80384,"Paul Andrew Williams","/AFWSf71j04V68O6yAhNCpvYV0.jpg"
75915,"Na Hong-jin","/95XQSoXApKqQ9P03VpC2uG1149w.jpg"
148849,"Victor Schertzinger","/7wR8zyg35twNJRlrboe1bN3kAza.jpg"
83467,"William A. Graham","/kM0lOyBqyzoRAb9qrXw6VNc3Vp2.jpg"
87203,"Rob Stewart","/tjlBK8lwO3z4Yzhip5lxgXNU5Dk.jpg"
82566,"Anders Morgenthaler","/7PXsGlv8LkfUoGca4RKHb4epikd.jpg"
92561,"Nick Broomfield","/fEuA7S6ud5uCUBGVDrjt1zKC8V1.jpg"
82389,"Norman Z. McLeod","/qJgtwcMOU3CtrZx9cdXTVrWpecH.jpg"
92436,"Keoni Waxman","/edSYV72Pjrki739443RPca8vWQM.jpg"
75960,"Matthew Saville","/AcWYi8OXwjjJpxlNjet0Vcyw0ba.jpg"
173004,"Clement Virgo","/dptuAHxXQ5cfjFYwm62QDHUMun5.jpg"
76009,"Arie Posin","/kG00Bm098iTtK6RJRowss7QMRZ7.jpg"
57364,"Maggie Peren","/mJ2flOPm4lUwG660P1Las6sSMae.jpg"
77300,"Michael Schultz","/ubDK1oZPTG1ygGldz3Lp5AMLHAE.jpg"
76081,"Paul Goldman","/x0jvSniaYDtQeNG2sHB1x23YiM8.jpg"
77162,"Rodrigo García","/zmA2z8rbGEUX5A7TqQWeKgEIZnm.jpg"
84737,"Adrian Shergold","/yRkoTOocCdTyTyetxLAS0dCg7UR.jpg"
76100,"Ben Stassen","/ltxLVxXWH0EvjbHpGMvwZ5bXu04.jpg"
141594,"António-Pedro Vasconcelos","/pd2b0FuQnALtPZp5VVvUpId9fx7.jpg"
75687,"Chris Robinson","/376gOolWpdyQFYN5OPttCY8KRnI.jpg"
76171,"Noboru Iguchi","/iY9nfmE4D8H2MI5ALHAEcYGEkYl.jpg"
86325,"Ryoo Seung-wan","/mvLK4P2n5fMlE0Sdxfw6flRk09s.jpg"
921570,"Julia Loktev","/cnF7YagXe8GYU2CGBl5X3uY1pV.jpg"
77121,"Randall Miller","/7q6QcYCr8hlOCFKnbxDfpXZeDd8.jpg"
68994,"Ron Fricke","/iowDlYDiew3P2sRvJdIZ1VWW1jF.jpg"
83923,"Seiji Mizushima","/8ES2my8oFztmeFzuQyWBfCpYeuH.jpg"
78021,"Lloyd Kaufman","/jOkuLNusxT07mxTIJ3ApAdjPy6M.jpg"
76249,"Koen Mortier","/jVgc8HzGVSy5R0DoAmhYGiMRXZu.jpg"
77679,"Renpei Tsukamoto","/9dfd4cjRBatTkzSlEiOAWbETniv.jpg"
76725,"Jerry Douglas","/30pQ7okKJhmKJEFEqXFcRSZj9jx.jpg"
129952,"Sean McNamara","/iJLRIBB2P3LXsPBvzdYhf06Lful.jpg"
1287732,"Feng Xiaogang","/erM5k0T0GWadQ8C49CnF7P6cgQ3.jpg"
76998,"James Marsh","/pvAWSznf3Ou5KWnPHgvKprB1qPV.jpg"
86203,"Bart Freundlich","/8xrjH3jOaOCxTjiYqnxL2Up8PEi.jpg"
81718,"Mamoru Hosoda","/5QIWSzXHioDMHk2UMOqz2wbaWMr.jpg"
81085,"A.R. Murugadoss","/7FGxsw7JD1jBiciqN7IGV1dAHW1.jpg"
78751,"Ashutosh Gowariker","/haVd93iy3ilcs8j0hH3rJJ1cOFF.jpg"
76325,"Daniel Alfredson","/bqHaJq7pqDIgOAptCfJEsiaAIlN.jpg"
77295,"Jesse V. Johnson","/8LqBbiV21OHfyYqnnxCICdKMWU4.jpg"
76335,"Fredrik Boklund","/2PA24N1jlagYj2BwjJ6s2zRL7dr.jpg"
127936,"Chris Stokes","/dC4TMNac7fzpUC7011mrO1DqF6c.jpg"
76380,"Robert Asher","/gviugThOFyZfs8mX03ROwbAR37x.jpg"
76381,"David Butler","/iiFKQAir5Y81Vepwmd58lzCb07Y.jpg"
68913,"Terence H. Winkless","/vveeQwkV7ZmirDWwE9S0Zd4Cdb1.jpg"
80172,"Marty Callner","/sejIEdA4ucYxUpfL9HxIzEM7fnq.jpg"
89112,"Tony Leondis","/6qbcVOB3gyG4P5KHKn5nvaloQlz.jpg"
216924,"Byron Hurt","/xxuBG6cnMOVOJY8saKQBoz8xSaL.jpg"
115892,"Jehane Noujaim","/tzuPRUermMYuUUfcdNrvGC2Eq70.jpg"
122449,"Steve James","/1n01wuRSyi7ZOdzo4KGoDUZt8HB.jpg"
91452,"Amir Bar-Lev","/25odWOVjm96bJnHJ6nxRY73rrRo.jpg"
78012,"François Girard","/djxaEAgKaYS2MAzQm5B5yHZeCqr.jpg"
84369,"Eugene Jarecki","/9unEGLnp4tGxsPBIFgXDHI4FbjV.jpg"
77211,"Félix Enríquez Alcalá","/rlnSbY7tueXmlyjI8St7ee1PniI.jpg"
65879,"Kristian Levring","/xegQ3w2bNYfBRvnBa4ZsuF4uWAq.jpg"
68315,"Jean-Claude Lauzon","/9SBFH1gfMy9V7M3uAEs1OemYBCj.jpg"
66222,"James Fargo","/kj9CqBSvwh51BAJR97lu6hZlBEH.jpg"
66088,"Ronald F. Maxwell","/zTunCWiARjwviitgRneatuKdkSt.jpg"
66076,"Fraser Clarke Heston","/pFuI7Wwj0eBx5Vhjfu6zP8DwKC8.jpg"
66190,"Tony Bancroft","/mMptwiAxSTm8nLV8chWIphePi69.jpg"
66191,"Barry Cook","/y0lmcTr8fkC0jsfIJxNrUSSUzPn.jpg"
66212,"Timo Vuorensola","/pMxmMdBh5JyV5Uevy4eaAsrJiM7.jpg"
27146,"Rob Lieberman","/lPaofAC7evfyLsS1lgbW2DlVwmD.jpg"
66601,"Hiroyuki Nakano","/1R7bUK8SJjI4Ivp4QG7LYqHPYQs.jpg"
66823,"Joseph Kahn","/q0sldz8eAxx7rWis9nfz5iYqk5U.jpg"
66800,"Morgan J. Freeman","/fcpw2XhChM1kty9USRe3yIrygHg.jpg"
66739,"Jonathan Liebesman","/bF6RT5FvdzCRxRc6Ud6FC9JgcIh.jpg"
54040,"John Lee Hancock","/ytGKxuC1sFUmd68jUwDA37Jn0LG.jpg"
66728,"Jonathan Glazer","/ebCGu4AcQhrnmKYe49eyx9nrHPd.jpg"
66512,"Tom Brady","/1JaIHowdrHRvfLt6VE3efu7pz9H.jpg"
66548,"Paul Weiland","/wxoHYTMum30XGPVup3NrUj5wsmh.jpg"
66718,"Alan Mak","/gwv64jcZAWiDNT5P9x0YCiUmSAO.jpg"
13973,"Christian Nyby","/wVidr6fGzG6LimFoHWabWizT57u.jpg"
66795,"Nacho Cerdà","/cgxNd78iHFSZxbWSQryhVPCg813.jpg"
26969,"Peter Lilienthal","/u9BLljfU1E3jFzJu2LQ406vNWOY.jpg"
66936,"Julia von Heinz","/13bpvtTgyLTqeMmJGP9MqXSY5O0.jpg"
142767,"Murat Saraçoğlu","/yilU38spPVD53FZd5GZObiaNsNM.jpg"
66995,"Gunnar Vikene","/zaqjLsX0jbAXp263p0IbsfkGDi5.jpg"
67011,"Christoph Schaub","/tnXoNBoWXqc4yJNZRj19AqG5QEc.jpg"
67075,"Sion Sono","/nuPRCFqZRmw8qYLfoLUxJPtcwjX.jpg"
1075852,"Tim Sullivan","/cPSz0iFvRNY6mn2uX7tBYT6nOye.jpg"
67173,"Mimmo Calopresti","/4BMxmC4wOB13L3NuoR46wh3I6CJ.jpg"
67268,"Jimmy T. Murakami","/pkYtVfzYjxxsSPjTFJU9ewuI39Q.jpg"
67316,"Masayuki Ochiai","/bLM5d8GIm3dQrCA1CheUIi0lo9z.jpg"
74565,"Jack Kinney","/mKYc1GV9rqbvzVYMrhFg3LnA7A8.jpg"
14800,"Jennifer Chambers Lynch","/gdrZU7gTBo8dvWV9wxXqJ305QNW.jpg"
67426,"William Keighley","/6S5xYnNTWbAfUbakx0nnGtRbop.jpg"
67451,"Delbert Mann","/pbCYJrkx3oiFNS5wR0jqVIk8aL4.jpg"
67570,"Hettie Macdonald","/6END0Yr5NT14qe1fMSfUPd9k6rz.jpg"
67589,"Alastair Fothergill","/7qjiJcnf2pesUSmeSfp5qfs7XMd.jpg"
107274,"Richard Rich","/ygeJUnHFiYjecmBLBPBie81JMLm.jpg"
67794,"Gérard Corbiau","/uf6zHbviep3XCs25s2O2MMaJyAE.jpg"
67750,"Liliana Cavani","/840kv5t9eE9lW8jnf7o18unPsxd.jpg"
67813,"Baltasar Kormákur","/bC9ifwIjsR3VTgJv83Px71mroTl.jpg"
67781,"Peter Kosminsky","/rdXlISpAkR4DF01A8JtF5h7i1qz.jpg"
67795,"Steven Shainberg","/AaMqDOZAiSJoQKfJemaJafdgdfS.jpg"
67840,"Herbert Selpin","/cJ2DSe68RTkZyfmJS0QrES2fSGL.jpg"
67897,"Jeff Kanew","/rZnmeYpyH9mosrJimhNmjI096Yh.jpg"
67924,"Steno","/osXoJ0ARTKcpGiQ8WuZ0jm0STPA.jpg"
68215,"Reginald Hudlin","/6dZrDasZcNMKYHcWJ3xxla4elZi.jpg"
68212,"Carroll Ballard","/r9OuiXaiR9no1ZOEAtHQMRSVCWM.jpg"
78118,"Vadim Perelman","/yFZ2C4QiD35F4eblRSBpNUimrYD.jpg"
68094,"Peter Mortimer","/xZLu9SZxCEVcRwJWK22cIDuYXid.jpg"
68892,"Paul Harather","/ilUUWyN9x8NFQ5VxUNqvoTfPYQO.jpg"
18899,"Yuen Woo-ping","/4NJRnQGrUxqbq9tcl7cpKmd17zh.jpg"
68338,"Neele Vollmar","/2AzsPNymvyWIgADfRffRmeb2VHp.jpg"
69346,"Sigrid Faltin","/4ZDmcJpeITBaPmjH8Cmc2ftWMEQ.jpg"
65995,"Solveig Hoogesteijn","/5rSMLl4UeCDib2zZ264li5OE5Oz.jpg"
68352,"Carter Smith","/uyUyQsKrBhnk6zPiU54crc1xHyd.jpg"
68412,"Toshio Masuda","/pUEXPvKBl6BFIKAcDpknXlJn2Xn.jpg"
68421,"Eva Isaksen","/u91au4pFWRdjnxoF8vv5AjCtC17.jpg"
68424,"Michael Powell","/gkHgrKa834PZVqAQ5kSs8Cn0pXv.jpg"
68457,"James Frawley","/qMG0tZVWuS2mkLbMSM97JrEJTTm.jpg"
65678,"John Lafia","/bRP1E23EGSiPdpnuBWHb2RR3GVZ.jpg"
28976,"Jack Bender","/8BKWjdfFdjdqPxvJ880Y76qzSCT.jpg"
68519,"Andrey Zvyagintsev","/56yI1A4ZlrgQP2TdlH0tHhGEqO4.jpg"
68573,"Walt Becker","/mxhqwB0WjXjVH8EgjWDmACPKLxP.jpg"
68580,"Christoph Schrewe","/sOvgFEpBsGj49JUBfKn7mJv0jak.jpg"
56059,"Patrick Read Johnson","/oOapCW2aZTGnyJCezk6dlpBAf66.jpg"
68656,"Philip Gröning","/d0JHYumBSjP84Az32Oq2HWo2nN3.jpg"
68662,"Andrea Bianchi","/iiJCKpfNJmIACxPQRyDXPIVc1NW.jpg"
68687,"Bill Forsyth","/5rzQOU4qQ4kMiemsvF2FZf6KKQ2.jpg"
68707,"Masayuki Suo","/4A2CECBoHNdo1hbJzsjLLIE4cWM.jpg"
58209,"Rick Bota","/lTMdMIUYAvfUOTFmpJvgPADSeBl.jpg"
68774,"Christopher Menaul","/bA2WpkFouMRRUcyhWGSSALYzaaK.jpg"
30149,"Mikael Salomon","/2vrGZoDHsXzywPsTMApMrBLeCIN.jpg"
55006,"Olle Hellbom","/9FUybKg3vh5no9B8IpXfHpyiNBV.jpg"
68905,"Jang Joon-hwan","/jhhVVUzIOCEe1bwJI4tsTZyI3KW.jpg"
56342,"Shinichiro Watanabe","/AptCCXOt0n4pnTjvFau8GtFyysh.jpg"
68998,"Carlo Rola","/psq4McaW7CQkKyrUfYLe0HIyM2d.jpg"
68993,"Godfrey Reggio","/3ipZbjHPpJAOgywLRUHJs6CaQLq.jpg"
69038,"Carlo Vanzina","/tjyANg0mvPvU7Z3pWH5rfLHP6DT.jpg"
69060,"Werner Nekes","/wc3DqK6qU7XYXVqWuAFOTeQtphX.jpg"
69300,"Gene Saks","/gZO3heOjYzqAcet1I3UOgKAJZS6.jpg"
34453,"Kevin Bray","/aQcedywDVuXZhjWoC8ymkjkGauE.jpg"
80260,"René Laloux","/z8OB7OFbI1kQDQaE04PckDpPgj6.jpg"
80261,"Robin Hardy","/d2tm32CAjnwij7ueeZRE5qNxCjP.jpg"
111481,"Sophon Sakdaphisit","/AtzBJKk2oLMwXc8nuO7UKDDwr7k.jpg"
