"MOVIE_ID","ACTOR_ID"
87436,164914
87436,1020716
87436,1261375
295151,1267375
295151,58648
295151,64888
295151,1279082
295151,1648380
295151,2129566
295151,2443172
295151,2443171
295151,27561
295151,2485409
295151,2485410
295151,2297476
360605,1257205
360605,1512122
360605,1256036
360605,1902889
360605,111923
360605,110141
360605,1196615
360605,1537837
360605,1909529
360605,1267863
49517,64
49517,5472
49517,2524
49517,5049
49517,13014
49517,2983
49517,71580
49517,8785
49517,93236
49517,37759
49517,1115
49517,16358
49517,94064
49517,81024
49517,23440
49517,28478
49517,42069
49517,89645
49517,933031
49517,82364
49517,235837
49517,17479
49517,1205629
49517,109861
49517,18993
49517,937216
49517,192894
49517,26857
49517,1347131
49517,224194
49517,86480
49517,97958
49517,92100
503619,1885228
503619,1803287
503619,1524501
503619,1258702
503619,1653235
503619,1077775
503619,1281758
503619,1721268
503619,2054213
503619,129986
503619,63563
503619,2054214
503619,114898
503619,185239
503619,1287152
503619,521564
503619,67979
503619,1488952
503619,2547540
503917,1341
503917,70590
503917,944553
503917,68704
503917,20335
503917,1039927
503917,1202564
503917,126807
503917,83560
503917,100585
503917,553201
503917,65262
503917,1292117
503917,1353945
503917,1089434
503917,88493
503917,2115758
503917,64441
393624,116
393624,136532
393624,5469
393624,1187037
393624,1247
393624,7026
393624,30430
393624,940459
393624,84423
393624,1287084
393624,57578
393624,27172
393624,1384499
393624,85071
393624,82107
393624,25658
393624,229606
393624,2280
393624,120931
393624,56103
393624,26258
393624,18325
393624,543632
393624,1802469
393624,933640
393624,18325
393624,543632
393624,73710
393624,2481737
393624,146687
393624,19011
393624,1225224
393624,2946145
393624,1658886
393624,143170
393624,85071
393624,1324635
393624,1654681
393624,196544
393624,1602843
393624,1818305
290637,2963
290637,86468
290637,23524
290637,2687
290637,1512130
290637,1512131
290637,1260011
290637,230
290637,1235779
290637,1088092
290637,1511807
290637,1512134
290637,1512136
290637,1512137
290637,1360969
290637,1020687
290637,1225940
290637,53718
290637,1710589
290637,168771
290637,1710808
290637,1710812
290637,53577
426285,1247874
426285,1488591
426285,1255487
426285,1129267
426285,150952
426285,127892
426285,114725
426285,2541
426285,121797
426285,58449
426285,40450
426285,58450
426285,1087770
426285,225036
333385,6807
333385,84223
333385,3129
333385,5296
333385,56675
333385,67979
333385,60881
333385,1302422
333385,1054306
333385,37149
333385,1165616
333385,1272847
333385,1358061
333385,1302197
333385,2226385
333385,1091423
333385,1579182
333385,1547859
333385,1674312
333385,969635
333385,205521
333385,1044954
54540,51992
54540,41798
54540,89819
54540,30882
54540,15860
54540,74929
54540,85176
54540,1465283
54540,33490
54540,78798
54540,18284
54540,24967
54540,62095
54540,63731
54540,78044
54540,22553
54540,28779
54540,3979
54540,22250
54540,55422
54540,146391
54540,67711
54540,14990
54540,82785
54540,8874
487616,1385600
487616,143596
487616,1159954
487616,1171510
487616,20577
487616,44654
487616,1346325
487616,1354627
487616,579211
487616,2074184
62838,448
62838,380
62838,1160
62838,19536
62838,520
62838,29222
62838,128206
62838,18976
62838,4587
62838,32362
62838,25541
62838,62856
62838,10860
62838,1844
62838,17832
62838,2130
62838,63522
62838,1210
62838,17140
62838,8171
62838,34490
62838,24967
62838,60255
62838,968006
62838,232006
62838,5586
62838,167662
62838,97186
62838,1358760
62838,26485
62838,1362526
62838,1690527
62838,82417
62838,1690528
62838,4238
62838,1378667
62838,112261
62838,1063263
62838,1211
62838,30882
62838,66647
62838,32291
62838,4756
62838,12074
62838,928938
62838,3364875
62838,14911
62838,1956
804251,3389384
804251,3389385
804251,3389386
804251,3389387
804251,3389388
804251,3420716
804251,1886448
414190,81260
414190,1181313
414190,139549
414190,8436
414190,1674734
414190,1375554
414190,122280
414190,1221759
414190,1654744
414190,1385098
414190,1419616
414190,1747161
414190,1437591
414190,1747175
414190,1133904
414190,1633414
414190,1473276
414190,1747163
414190,1747180
184341,25616
184341,380
184341,57108
184341,2049
184341,224513
184341,59129
184341,1241
184341,6913
184341,59017
184341,21049
184341,93015
184341,202930
184341,38951
184341,173277
278774,505710
278774,1255071
278774,984680
278774,1361975
278774,936932
278774,107810
278774,39360
278774,1334653
278774,1746177
278774,33353
278774,1207024
278774,1475818
278774,189719
278774,1448194
395458,1892
395458,1231
395458,1590759
395458,25072
395458,2891225
395458,1377670
395458,178634
395458,157031
395458,1622084
395458,1492582
395458,96228
395458,21675
395458,1306314
395458,1449138
395458,131125
395458,51551
395458,1794238
395458,1296849
395458,21125
395458,1328022
395458,31716
395458,76463
395458,200999
395458,154625
395458,282835
395458,1517017
395458,1355109
395458,1070739
395458,123728
395458,1916
395458,1727140
395458,2047117
395458,2095110
395458,1844293
395458,1866423
395458,2240097
395458,1855543
395458,2227079
395458,2663926
467909,1560244
467909,1154054
467909,2286683
467909,1373659
467909,53937
467909,9209
467909,2193774
467909,47775
467909,33181
467909,968367
467909,1026947
467909,2336888
467909,1179651
467909,130741
467909,1436106
467909,1978944
467909,2940842
467909,2164212
467909,1307751
467909,205783
467909,210007
467909,1681734
467909,1767250
467909,2057519
467909,1697164
467909,1587180
98948,130768
98948,1019096
98948,1019097
98948,1019098
98948,1190892
592867,230659
592867,1039305
592867,1406107
592867,1470127
592867,74377
592867,91872
592867,1039220
592867,58613
592867,20664
592867,549817
592867,146785
592867,552575
592867,82540
404378,3997804
404378,103351
404378,141892
404378,130977
404378,34257
404378,6692
404378,1211881
404378,32266
404378,53367
404378,150469
404378,83816
404378,1064289
404378,78329
404378,2981
404378,1221004
404378,1229332
404378,1214693
404378,1526033
404378,1526032
404378,1737976
404378,80310
404378,1612353
404378,1013049
404378,1474690
404378,1721679
404378,1804503
404378,1805055
404378,1721682
404378,1805066
404378,1805068
567690,1107296
567690,9273
567690,481337
567690,72132
567690,1231
567690,561869
567690,1466581
567690,1948602
567690,2564114
567690,3264349
567690,2331330
567690,2564137
567690,2232569
567690,2231995
567690,2341456
567690,1630438
567690,1552463
567690,1514397
567690,2016551
567690,2854585
567690,2280557
354287,287
354287,1904
354287,1041440
354287,37154
354287,17052
354287,107733
354287,122280
354287,2394
354287,75711
354287,1394670
354287,26121
354287,93491
354287,1200864
354287,2282
354287,39117
354287,2171
354287,40039
354287,1711173
354287,1647129
354287,1230738
354287,1417739
354287,59233
354287,1228886
354287,592712
354287,1538091
354287,17069
354287,1548222
354287,27175
354287,1356
354287,193020
354287,1205630
354287,1010819
354287,58759
354287,3063
354287,93111
354287,1299719
354287,87915
354287,82605
354287,3062
354287,1281967
354287,1010912
354287,33396
354287,1052209
354287,1184774
354287,1816343
354287,1816344
354287,1747835
354287,934
354287,1297114
354287,2565433
354287,2677135
82682,16851
82682,30614
82682,2228
82682,1733
82682,54693
82682,53650
82682,1771
82682,418
82682,454
82682,175826
82682,31711
82682,7497
82682,38664
82682,53198
82682,1170659
82682,333
82682,928532
82682,103833
82682,21675
82682,10489
82682,4253
82682,148992
82682,58744
82682,1212111
82682,154648
82682,93538
82682,1215837
82682,75330
82682,155825
82682,206928
82682,1323612
82682,175600
82682,31737
82682,52903
82682,1418031
82682,105714
82682,177645
82682,19485
82682,1280
82682,108247
82682,1236639
82682,139553
82682,1273230
82682,1392535
82682,51300
82682,1465267
82682,63238
82682,202930
82682,1412125
82682,20582
82682,154224
82682,1016160
82682,1008085
82682,51930
82682,51303
82682,1202773
82682,963192
82682,1028668
82682,1364232
82682,2126647
82682,200972
82682,1634331
82682,1007869
82682,2347100
82682,2838254
82682,1634324
82682,1048963
82682,996219
82682,1803669
82682,1278371
82682,932696
82682,2016367
82682,1443808
82682,1450450
82682,92651
82682,81685
82682,2838290
82682,1677913
82682,2005135
82682,1621824
82682,1205676
82682,1513789
82682,2838313
82682,2317680
82682,1651205
82682,1465838
82682,1784681
82682,1453555
82682,1240468
295151,1428070
295151,1121786
295151,587506
295151,934289
295151,1649152
295151,1157292
295151,1421393
295151,1604285
295151,3234
295151,2233167
295151,2233168
295151,2443170
295151,1561264
295151,2174509
59962,368
59962,62064
59962,2524
59962,43286
59962,9780
59962,1048580
59962,232525
59962,21430
59962,1844
59962,151254
59962,1154244
59962,123725
59962,18998
59962,59179
59962,84338
59962,213001
59962,58399
59962,62836
59962,64674
59962,211907
59962,205560
59962,228890
59962,60601
59962,221581
59962,1224673
59962,1048580
59962,60723
59962,107810
59962,172883
59962,1581107
59962,139618
59962,1288837
59962,1581103
59962,211685
59962,1081465
59962,20582
449755,1213278
449755,1533
449755,496470
449755,1939158
449755,5941
449755,956556
449755,44203
449755,62126
449755,182976
449755,166489
449755,1342478
449755,5921
449755,1447213
449755,220921
449755,27143
449755,2144603
559581,84223
559581,3051
559581,18307
559581,1080969
680860,95101
680860,213001
680860,928572
680860,180486
680860,1368795
680860,1861573
680860,2444662
680860,2174509
680860,1308373
680860,1972974
680860,1427948
680860,3242789
680860,1928607
680860,9995
680860,1916840
680860,2004116
680860,1416333
680860,1690573
680860,1927972
680860,2068480
680860,1493882
680860,17245
680860,3053632
680860,3695918
340103,35028
340103,1130510
340103,77222
340103,100
340103,113211
152042,936275
152042,81245
152042,225999
152042,1239110
152042,220714
152042,1157126
152042,1149033
152042,144649
152042,1221099
152042,65437
152042,1254561
152042,1221143
152042,62318
152042,233590
152042,1221865
152042,1245097
152042,1363110
152042,1256913
152042,1256911
152042,992869
127544,93803
127544,83937
127544,1241498
127544,81245
127544,9719
127544,1253025
127544,2189546
127544,225996
127544,82056
127544,1285173
127544,1251442
382591,78423
382591,11291
382591,90681
382591,61364
382591,109516
382591,1288594
382591,1795216
382591,193341
382591,1306309
382591,1199531
382591,196544
382591,105493
382591,1635750
382591,78534
382591,586916
382591,1795276
382591,236622
382591,1033712
382591,1785337
382591,1795280
382591,5422
382591,201898
382591,1679033
382591,46475
382591,212080
382591,1738236
382591,1797568
382591,45849
382591,2667809
382591,584333
382591,1795288
382591,180906
382591,1777483
382591,1795293
382591,3034729
382591,1049226
382591,141014
382591,3034801
382591,2976554
382591,2317912
382591,1752956
382591,2445122
382591,1358599
382591,1450907
382591,2767254
382591,3034923
382591,3034928
382591,1974882
382591,1824299
382591,3035165
382591,1377435
382591,1854056
382591,2329911
382591,3035194
382591,2077974
382591,1385098
382591,3035238
382591,2973451
382591,1735662
382591,1375518
382591,1495780
382591,3035949
382591,3035987
382591,3036037
382591,3036051
382591,1829121
617762,71580
617762,120932
617762,127558
617762,13014
617762,1474028
617762,2201317
617762,1182598
617762,1137823
617762,3930
617762,81840
617762,1502438
617762,1371518
617762,211368
617762,98103
617762,98104
617762,1221056
617762,39516
617762,39187
617762,2160722
617762,1470911
617762,1252533
617762,1742631
617762,25095
617762,220130
617762,1951021
617762,2074238
617762,2412376
707886,1331457
707886,1849954
707886,1485093
707886,15029
707886,1646611
707886,1190817
707886,1773530
707886,2651184
707886,1734929
707886,2651191
707886,2138132
707886,2651185
707886,1358561
707886,2651193
707886,2442234
707886,2651186
707886,76742
707886,1753895
707886,188964
707886,40385
707886,559281
707886,1849372
707886,2542584
707886,1009311
707886,2349302
707886,2651194
707886,1739122
707886,180683
707886,2298270
707886,1516081
355506,576222
355506,74136
355506,111692
355506,1473957
355506,1695076
355506,304848
355506,141960
355506,223021
355506,1498700
355506,1265530
853088,2413513
853088,1083822
853088,1396403
372754,126698
372754,93801
372754,9720
382614,3489
382614,1274508
382614,1277188
382614,7404
382614,1483976
382614,72095
382614,14329
382614,452205
382614,170906
382614,16502
382614,1148130
382614,88550
382614,19490
382614,172099
382614,1496672
382614,1326471
382614,157176
382614,1669956
382614,1722460
382614,1722462
382614,91827
382614,56694
382614,1898700
382614,1722458
382614,1722461
438857,70106
438857,1251234
438857,99691
438857,1018707
438857,76913
438857,66717
438857,1089499
438857,64441
438857,1005911
438857,543880
438857,2384817
438857,548053
438857,2457561
438857,1552787
438857,10849
438857,1049278
265177,142689
265177,123185
265177,1440314
265177,1440315
265177,227059
265177,1094759
265177,142995
265177,1158762
265177,991982
265177,1030295
265177,1683971
265177,1683972
265177,1683973
265177,1657201
265177,1683974
265177,1683975
265177,1683976
265177,1439812
265177,1434840
265177,2132255
265177,190066
265177,1683979
265177,1382688
265177,1152680
265177,1823551
265177,1683987
265177,1106050
265177,1683995
265177,1683996
265177,1170052
265177,1740161
265177,1911967
265177,2398693
399178,1334638
399178,12982
399178,57461
399178,225692
399178,1826549
399178,1524100
399178,1392625
399178,9138
399178,11855
399178,27632
399178,1080628
399178,2399836
399178,27397
399178,65890
399178,162413
399178,669820
399178,1536979
399178,1477827
399178,6104
399178,2858894
399178,2609307
399178,1723616
399178,179613
399178,1733480
399178,2031517
399178,1803194
399178,75060
23742,62
23742,56903
23742,57599
23742,57409
23742,11702
23742,7166
23742,8695
23742,80591
23742,49961
23742,11662
23742,1056523
23742,116714
23742,118043
23742,104196
23742,1460926
23742,205586
23742,577478
23742,61110
23742,56910
23742,135855
23742,21130
23742,112143
23742,18300
23742,3715350
285423,36070
285423,154955
285423,6614
285423,1287700
285423,71913
285423,66525
285423,65344
285423,32747
285423,1033691
285423,1352677
285423,1323776
428449,1893
428449,108916
428449,77080
428449,1160977
428449,1716511
428449,210355
428449,1285848
428449,1337227
428449,1231532
428449,1319845
428449,1852188
428449,1852189
428449,71885
428449,1702742
425505,1748948
425505,1007683
425505,6065
425505,37153
425505,17051
425505,1308445
425505,210221
425505,168626
425505,1023465
425505,1796389
425505,135438
425505,1324591
425505,135651
425505,1226806
425505,1706760
425505,1239597
425505,2183029
425505,96591
425505,1926212
425505,1981874
425505,1457264
425505,2712815
425505,1459703
425505,1819780
425505,1357229
425505,51937
425505,1860423
425505,2163733
425505,1543542
425505,1369078
425505,225411
425505,2541186
425505,1543547
425505,1887791
425505,2063638
425505,2060553
425505,1366780
523849,19146
523849,1234
523849,78031
523849,2535
523849,52860
523849,83105
523849,1915620
523849,550307
523849,2393
523849,30861
523849,58954
523849,131667
523849,29333
523849,574878
523849,60434
523849,76996
523849,26999
523849,1638285
523849,15832
523849,19149
523849,65771
523849,1239327
523849,136228
523849,80257
523849,78045
523849,57189
523849,1046872
523849,1714453
523849,1229925
523849,20904
523849,182038
523849,973644
523849,575750
523849,114876
523849,2068680
523849,37995
523849,2048
523849,35753
523849,281985
523849,111875
523849,11512
523849,935266
523849,1000555
523849,2384998
514921,37632
514921,72855
514921,14011
514921,1320609
514921,1227717
514921,155530
514921,25665
514921,20239
514921,77287
514921,2368172
514921,41043
514921,1132749
514921,2355277
514921,1654736
514921,1959432
422803,224354
422803,1212388
422803,1428462
422803,124557
422803,1125783
422803,22810
422803,185065
422803,155527
422803,1551677
422803,224290
422803,1477143
489929,1920
489929,6384
489929,2044139
489929,2104792
489929,2104794
489929,1427008
489929,2142800
430528,84429
430528,28781
430528,24465
430528,935241
430528,1186077
430528,586916
430528,2123624
430528,2123626
430528,1125601
430528,1885452
430528,563375
430528,2025939
430528,2123630
430528,2123634
430528,448638
430528,2096671
430528,2123659
430528,2123660
430528,2123663
678458,1820616
678458,1405981
678458,2524580
678458,1324646
678458,40451
678458,1613631
472516,1251017
472516,1256603
472516,1530922
472516,235262
472516,1248340
472516,227879
472516,149894
472516,1325034
472516,9726
472516,93801
472516,1253008
472516,1168909
472516,122726
423087,2299
423087,23931
423087,1223438
423087,1872214
423087,1281174
423087,237383
423087,1518644
423087,56121
424488,51072
424488,72985
424488,10993
424488,11367
424488,883
424488,1155724
424488,4238
424488,36190
424488,1837297
424488,1305924
424488,1114061
424488,1349720
424488,11855
424488,17199
424488,1561575
424488,112562
424488,1289925
424488,1270111
424488,1322236
424488,1624227
424488,1084721
424488,1837278
424488,1076809
424488,1502430
424488,1052603
424488,1476972
424488,72672
424488,1257573
424488,1458146
424488,1280398
424488,1631707
424488,1183804
424488,1837298
424488,1237366
424488,1191824
424488,1358401
936960,56457
936960,33260
936960,2733818
936960,164473
936960,84521
936960,3791337
936960,1745261
936960,2753368
936960,1784954
793998,1021689
793998,231457
793998,1442550
793998,1793346
793998,146287
793998,19161
793998,2928931
793998,54327
793998,70312
793998,35894
793998,54325
793998,48407
793998,1735987
793998,1563151
793998,2774909
793998,2496679
793998,3151311
456929,19024
456929,1396648
456929,37844
456929,2138503
456929,2138505
456929,2138506
456929,1171836
456929,27471
456929,16443
456929,1577003
456929,1470772
456929,54522
456929,1464946
456929,560248
456929,2138513
456929,143229
581526,68903
581526,73249
581526,571172
581526,1447365
581526,1856377
581526,1694435
581526,88298
581526,2204527
581526,1102621
581526,2854670
581526,46582
581526,82875
581526,2644771
581526,1607301
581526,2144719
581526,1837593
581526,2240033
487680,1142686
487680,1910393
487680,2243685
487680,1729333
487680,1201134
487680,1662558
487680,2035979
554230,39187
554230,1498158
554230,118545
554230,228
554230,2326151
554230,133
554230,52776
554230,1287084
554230,128748
554230,551020
554230,1275641
554230,144462
554230,1327097
554230,2112442
554230,1905531
177888,992366
177888,973385
177888,519735
177888,1031685
177888,1094568
177888,1160310
177888,34395
177888,78311
177888,1192274
177888,1426657
177888,1426656
177888,1426660
177888,1426658
177888,1341649
177888,1634311
177888,1516734
177888,1600207
177888,557785
177888,1057972
177888,2865124
177888,1628046
177888,13473
303858,1461
303858,1204
303858,85065
303858,17287
303858,147056
303858,4808
303858,61510
303858,37157
303858,4445
303858,118937
303858,71815
303858,1046141
303858,54247
303858,1226596
303858,58620
303858,1210610
303858,1237522
303858,150932
303858,1375636
303858,66069
303858,176628
303858,58543
303858,87707
303858,72988
303858,1410481
303858,964138
303858,1260481
303858,1675319
303858,74132
303858,1571784
303858,1469243
303858,108588
303858,1674261
303858,1512405
303858,144211
303858,1455755
303858,1474019
303858,47969
303858,144438
303858,1547515
303858,1311449
303858,1480047
303858,1314544
292011,1294982
292011,65717
292011,8534
292011,6807
292011,59315
292011,971329
292011,34457
292011,1470
292011,2695
292011,65423
292011,2439221
292011,1536821
292011,118236
292011,1188048
292011,1378662
292011,2243645
292011,558899
292011,1949175
292011,1088729
292011,949183
292011,2486873
292011,2171642
292011,1938245
292011,1783268
292011,1367344
292011,1381393
292011,2447483
292011,1704672
292011,1893361
292011,114634
292011,1731344
292011,2486879
292011,1367293
292011,1416333
292011,1230922
292011,1581217
292011,62784
292011,1310179
292011,2347707
292011,1567589
292011,2486881
292011,52490
292011,1657643
292011,2231995
292011,2486882
292011,183387
292011,146024
292011,2461496
292011,98951
292011,1008750
292011,1666472
190955,2296
190955,8289
190955,8293
190955,18973
190955,8691
190955,73381
190955,3085
190955,11315
190955,3127
190955,17941
190955,87707
190955,2171
190955,74123
190955,75604
190955,933271
190955,80002
190955,171791
190955,53573
190955,1447861
190955,1956638
190955,565619
190955,1661399
190955,1422337
190955,49918
190955,1358080
190955,1861185
190955,1371296
190955,1018654
190955,1851186
190955,78144
190955,61605
190955,205128
190955,2269166
190955,163917
190955,1153347
190955,1471521
190955,166890
190955,67581
190955,1835618
726916,143391
726916,87724
726916,1671556
726916,1770031
668640,3131
668640,955
668640,1457004
668640,72631
668640,592709
668640,1303016
668640,962249
668640,138701
668640,2526591
668640,1748715
668640,3224246
668640,1691349
668640,144270
668640,3224247
668640,1289925
668640,26287
668640,1488928
668640,227395
668640,1276992
583406,1200864
583406,206919
583406,1676520
583406,88124
583406,1152019
583406,1377458
583406,1307543
583406,1488961
583406,2133996
583406,8349
583406,239107
583406,2740016
583406,2337287
583406,79416
583406,1510226
583406,2285114
583406,1683093
583406,2207130
583406,2073341
583406,2615735
583406,2008558
583406,1488960
583406,1570986
583406,3045140
583406,3695918
633604,493911
633604,1162656
633604,1125003
633604,591849
633604,587369
633604,145299
633604,85510
633604,1033739
633604,1566387
633604,2438396
633604,1275092
633604,1670038
633604,1471308
72197,3291
72197,7060
72197,11356
72197,20049
72197,12799
72197,3136
72197,53519
72197,8318
72197,2039
72197,21028
72197,111875
72197,55398
72197,127155
72197,55469
72197,2065
72197,2959
72197,137472
72197,59039
331583,6384
331583,9137
331583,1216606
331583,222122
331583,26485
331583,144160
331583,1173099
331583,52885
331583,206624
331583,231855
331583,1410501
331583,1347310
331583,94428
331583,1651977
331583,1295668
331583,1133063
331583,550472
331583,205039
331583,1749823
331583,1749826
331583,1438286
331583,1288831
331583,1438305
331583,1454299
331583,1465724
331583,1466629
265177,86612
265177,575662
50456,112
50456,2441
50456,11616
50456,973
50456,550550
50456,550549
50456,1080195
50456,29617
50456,550551
50456,203575
50456,550552
50456,70904
50456,550554
50456,223477
50456,49056
50456,550553
50456,224874
50456,928785
50456,2189827
50456,1268135
50456,23282
50456,1290276
50456,130022
50456,191747
50456,1558336
532814,2879
532814,1172108
532814,1498646
532814,20047
532814,125026
532814,112645
532814,1848567
532814,2139313
532814,1927073
532814,1716543
532814,1182657
532814,1596604
532814,1057031
134375,572724
134375,202958
134375,8338
134375,60091
134375,158644
134375,5578
134375,56890
134375,68812
134375,81071
134375,1098732
134375,1251914
134375,1765966
134375,1849155
134375,1126913
134375,205587
504562,819
504562,62
504562,1216606
504562,7447
504562,5293
504562,21127
504562,1956
504562,39390
504562,41087
504562,824
504562,424
504562,6181
504562,21505
504562,26473
504562,1833998
504562,54783
504562,1620981
504562,2230363
504562,47770
504562,1993922
504562,1900394
504562,1437567
504562,549341
504562,1493745
504562,1664554
504562,585143
504562,1986547
504562,1523186
504562,21709
504562,117379
504562,2887
149871,1115687
149871,227629
149871,70627
149871,120690
149871,90570
149871,148286
149871,1375742
149871,1248335
149871,2049274
149871,554315
149871,9189
149871,554573
149871,70131
149871,81242
149871,76932
149871,2049276
149871,1490245
228066,5530
228066,10980
228066,567269
228066,125660
228066,1014931
228066,4391
228066,1670
228066,1371041
228066,75076
228066,25451
228066,1015831
228066,1222237
228066,1205898
228066,51119
228066,1244469
228066,1278494
228066,56100
228066,178629
228066,34546
228066,1125601
228066,583815
228066,383624
372758,84505
372758,1091989
372758,93803
372758,1221114
372758,1241498
372758,1296667
580600,1370967
580600,41035
580600,1826565
580600,1295322
580600,1336655
122583,68470
122583,68472
122583,87582
122583,237076
122583,87583
122583,126283
122583,40325
122583,89968
122583,1244457
122583,230120
122583,87585
122583,142704
122583,112278
122583,121711
122583,112276
122583,101914
122583,73044
122583,89832
122583,105816
122583,9705
124459,4495
124459,884
124459,59315
124459,206
124459,4691
124459,1903
124459,12217
124459,18072
124459,583040
124459,89819
124459,1237218
124459,18
124459,189761
124459,156748
124459,155625
124459,168400
124459,162815
124459,1191505
124459,94098
124459,1948325
124459,81739
124459,54704
124459,52935
124459,996219
124459,114602
124459,1302535
124459,998456
124459,1520454
124459,89339
124459,1517843
124459,54124
124459,937232
124459,2786240
124459,235346
751394,2140917
751394,20189
300673,62064
300673,1893
300673,11107
300673,8783
300673,302165
300673,40543
300673,59219
300673,37154
300673,95047
300673,53259
300673,1078613
300673,40039
300673,21132
300673,1251875
300673,993774
300673,13138
300673,1232599
300673,1750078
300673,928638
300673,3255935
353595,2
353595,963818
353595,19508
353595,20903
353595,65640
353595,19506
353595,15761
353595,31531
353595,24362
353595,78798
353595,34985
353595,19384
353595,23680
661950,53280
661950,1740219
661950,52037
661950,55636
661950,44060
661950,1015836
576920,2237405
576920,2221605
576920,236749
576920,238130
576920,1282674
576920,1766959
576920,1266686
576920,1605735
576920,1034699
576920,567579
576920,2258771
576920,27978
576920,63359
576920,2009544
576920,2477205
576920,1388756
576920,1774339
576920,2536245
576920,1352523
576920,81004
576920,2388849
576920,1286481
576920,590112
576920,2284708
576920,2980098
576920,1788959
576920,2146682
576920,2453166
576920,2299882
576920,1112290
576920,2453165
576920,2697350
576920,2524263
374617,10980
374617,3051
374617,72638
374617,131006
374617,21316
374617,1293892
374617,234136
374617,558517
374617,1455722
374617,39659
374617,1336420
374617,1749417
374617,180103
374617,1455723
374617,1729515
374617,1771951
374617,3185337
613911,887
613911,3136
613911,1498026
613911,1563266
613911,1319469
613911,26852
613911,45398
613911,84613
613911,1218795
613911,112200
613911,1625680
613911,1491374
613911,1724206
613911,1235973
613911,177934
613911,1594828
613911,2325786
613911,204920
613911,155293
613911,1193914
613911,1472398
613911,1590289
613911,1704659
613911,43470
613911,1684346
613911,1511170
613911,1759682
613911,2932331
613911,1540122
487680,55536
487680,1230868
487680,32798
487680,93210
487680,121718
487680,452
487680,4238
487680,18473
487680,175829
487680,74961
487680,145208
487680,1470
487680,18750
487680,84955
487680,154625
487680,36900
487680,4890
487680,1022885
487680,183653
487680,141748
487680,2684944
487680,2389657
487680,25214
487680,151431
487680,1427089
487680,5297
487680,60120
487680,1913
487680,1447922
487680,1058023
487680,17930
487680,1456745
487680,54200
487680,37157
487680,1456755
487680,2003777
487680,17193
487680,1311390
487680,1422337
487680,1340884
487680,207389
487680,558069
