"MOVIE_ID","MEMBER_ID","RATING","REGDATE"
526896,4,5,00/02/07
545611,4,5,00/02/06
964980,4,4,00/02/06
1726,4,5,00/02/07
283995,4,3,00/02/06
460458,4,5,00/02/07
785398,4,4,00/02/06
86331,4,5,00/02/07
842675,4,1,00/02/07
6479,4,5,00/02/07
537915,4,4,00/02/06
8355,4,2,00/02/07
9820,4,5,00/02/06
829280,4,5,00/02/06
960700,4,5,00/02/07
138843,4,3,00/02/08
900667,4,5,00/02/06
299534,4,5,00/02/07
948276,4,5,00/02/06
649609,4,3,00/02/07
9502,4,2,00/02/07
12444,4,5,00/02/07
508943,4,4,00/02/07
774752,4,5,00/02/06
624860,4,4,00/02/06
497698,4,4,00/02/07
260514,4,4,00/02/08
9552,4,4,00/02/07
348893,4,5,00/02/06
287947,4,3,00/02/07
383498,4,5,00/02/07
10192,4,5,00/02/08
122,4,5,00/02/07
529203,4,4,00/02/08
629542,4,5,00/02/08
961484,4,5,00/02/07
920,4,5,00/02/08
436969,4,5,00/02/07
4232,4,4,00/02/07
613504,4,5,00/02/08
10020,4,5,00/02/07
4248,4,5,00/02/08
791373,4,4,00/02/07
766507,4,5,00/02/07
315162,4,3,00/02/07
303857,4,5,00/02/07
111,4,5,00/02/07
512195,4,4,00/02/07
640,4,5,00/02/07
639838,4,4,00/02/06
9288,4,5,00/02/08
746524,4,5,00/02/07
9023,4,4,00/02/07
744275,4,1,00/02/07
896485,4,5,00/02/06
102382,4,5,00/02/06
14161,4,3,00/02/07
155,4,4,00/02/07
725201,4,4,00/02/07
12153,4,5,00/02/06
588228,4,5,00/02/06
67308,4,4,00/02/06
933419,4,1,00/02/07
550988,4,5,00/02/07
626872,4,5,00/02/06
919355,4,4,00/02/06
518896,4,5,00/02/07
131631,4,5,00/02/06
454626,4,3,00/02/06
476669,4,3,00/02/07
765,4,5,00/02/07
899579,4,5,00/02/07
1049233,4,2,00/02/07
557,4,1,00/02/07
49013,4,4,00/02/06
122917,4,5,00/02/06
901563,4,5,00/02/07
696806,4,3,00/02/07
417859,4,5,00/02/07
39254,4,5,00/02/06
527774,4,3,00/02/07
429473,4,5,00/02/08
532639,4,4,00/02/06
830788,4,5,00/02/07
648579,4,5,00/02/07
11849,4,4,00/02/07
287590,4,4,00/02/07
297802,4,4,00/02/06
228150,4,5,00/02/07
269149,4,4,00/02/07
10191,4,2,00/02/06
10138,4,4,00/02/06
934287,4,5,00/02/07
6844,4,4,00/02/07
305470,4,3,00/02/07
736732,4,5,00/02/07
82702,4,2,00/02/08
603,5,4,06/11/13
762504,5,4,06/11/13
13811,5,4,06/11/13
818648,5,4,06/11/13
675445,5,4,06/11/13
953,5,3.5,06/11/13
856245,5,4.5,06/11/13
38234,5,3.5,06/11/13
897192,5,4,06/11/13
773867,5,4,06/11/13
249070,5,4,06/11/13
1646,5,4,06/11/13
109418,5,4,06/11/13
330457,5,4.5,06/11/13
878375,5,4,06/11/13
315635,5,3.5,06/11/13
91314,5,4,06/11/13
10195,5,5,06/11/13
425909,5,3.5,06/11/13
10681,5,2.5,06/11/13
801335,5,3.5,06/11/13
9487,5,4,06/11/13
497828,5,4,06/11/13
72190,5,5,06/11/13
9732,5,3,06/11/13
38365,5,2.5,06/11/13
420818,5,4,06/11/13
1930,5,4,06/11/13
11544,5,5,06/11/13
564,5,3.5,06/11/13
616820,5,4.5,06/11/13
338947,5,3.5,06/11/13
872177,5,4,06/11/13
950,5,4,06/11/13
550,5,4,06/11/13
790496,5,4.5,06/11/13
818647,5,4.5,06/11/13
755812,5,4,06/11/13
18239,5,4,06/11/13
9637,5,3.5,06/11/13
260346,5,1.5,06/11/13
801965,5,5,06/11/13
324857,5,4,06/11/13
259693,5,4,06/11/13
335795,5,3.5,06/11/13
759175,5,4,06/11/13
27205,5,3.5,06/11/13
581726,5,4,06/11/13
602223,5,4.5,06/11/13
800815,5,4,06/11/13
615457,5,3.5,06/11/13
668461,5,3.5,06/11/13
347201,5,3.5,06/11/13
945675,5,3.5,06/11/13
593643,5,3.5,06/11/13
1007401,5,3.5,06/11/13
119450,5,4,06/11/13
24021,5,3.5,06/11/13
705996,5,4.5,06/11/13
427641,5,3.5,06/11/13
47971,5,4,06/11/13
109445,5,4,06/11/13
581528,5,3.5,06/11/13
379686,5,4.5,06/11/13
11688,5,3.5,06/11/13
9806,5,3.5,06/11/13
317442,5,4.5,06/11/13
98566,5,3.5,06/11/13
13186,5,3,06/11/13
447362,5,4.5,06/11/13
559,5,3.5,06/11/13
1010818,5,4.5,06/11/13
370172,5,4.5,06/11/13
12429,5,4,06/11/13
335984,5,3.5,06/11/13
11970,5,4.5,06/11/13
8247,5,3,06/11/13
166426,5,4,06/11/13
1579,5,3.5,06/11/13
811656,5,4,06/11/13
451048,5,4,06/11/13
105864,5,4,06/11/13
5336,5,2.5,06/11/13
49018,5,4,06/11/13
1366,5,4,06/11/13
141052,5,4,06/11/13
254128,5,3.5,06/11/13
10867,5,4.5,06/11/13
884363,5,4,06/11/13
408,5,4.5,06/11/13
726684,5,4.5,06/11/13
150540,5,3.5,06/11/13
284053,5,5,06/11/13
400160,5,4,06/11/13
722149,5,4.5,06/11/13
520763,5,4,06/11/13
271110,5,4.5,06/11/13
11036,5,4,06/11/13
297,5,4,06/11/13
755566,5,4.5,06/11/13
8681,6,4,05/02/25
321612,6,2,05/02/12
366672,6,2,05/02/25
11836,6,5,05/02/12
639721,6,4,05/02/12
630004,6,4,05/02/12
4256,6,5,05/02/12
280,6,4.5,05/02/12
10527,6,4.5,05/02/25
747803,6,4.5,05/02/12
596161,6,4.5,05/02/12
297270,6,2,05/02/25
15092,6,2,05/02/25
9769,6,2,05/02/25
350,6,2,05/02/25
1724,6,0.5,05/02/12
57214,6,3,05/02/12
508442,6,3,05/02/12
972313,6,4,05/02/25
948050,6,4,05/02/25
10009,6,4,05/02/25
43347,6,3.5,05/02/12
680,6,3,05/02/25
795514,6,4,05/02/12
9902,6,1,05/02/25
124905,6,2,05/02/12
9325,6,4,05/02/12
150689,6,3,05/02/25
807356,6,4.5,05/02/12
881462,6,3,05/02/25
490132,6,1,05/02/12
87101,6,4,05/02/25
209112,6,3.5,05/02/25
703451,6,1.5,05/02/25
628900,6,1.5,05/02/25
345938,6,1.5,05/02/25
823625,6,5,05/02/12
1033107,6,3,05/02/12
936061,6,5,05/02/12
869,6,4,05/02/12
10567,6,3.5,05/02/12
800345,6,4,05/02/12
4257,6,3,05/02/12
1015602,6,4.5,05/02/12
464052,7,3,96/12/29
857,7,3,96/12/29
68726,7,3,96/12/29
341174,7,3,96/12/29
665,7,4,96/12/29
333339,7,4,96/12/29
615173,7,3,96/12/29
10193,7,5,96/12/29
9479,7,4,96/12/29
846778,7,4,96/12/29
9757,7,4,96/12/29
126963,7,2,96/12/29
76338,7,3,96/12/29
611698,7,5,96/12/29
105,7,3,96/12/29
632357,7,2,96/12/29
1734,7,5,96/12/29
496243,7,3,96/12/29
348,7,3,96/12/29
337401,7,3,96/12/29
8277,7,3,96/12/29
9532,7,3,96/12/29
2109,7,3,96/12/29
601796,7,3,96/12/29
567189,7,3,96/12/29
50619,7,3,96/12/29
1954,7,4,96/12/29
19913,7,4,96/12/29
4233,7,3,96/12/29
531219,7,4,96/12/29
474350,7,3,96/12/29
475557,7,4,96/12/29
76341,7,4,96/12/29
833425,7,4,96/12/29
5175,7,3,96/12/29
8920,7,4,96/12/29
4258,7,3,96/12/29
838484,7,4,96/12/29
49026,7,3,96/12/29
1374,7,3,96/12/29
335983,7,4,96/12/29
997120,7,3,96/12/29
812,7,5,96/12/29
589761,7,2,96/12/29
106,7,1,96/12/29
335988,7,1,96/12/29
207703,7,5,96/12/29
310,7,3,96/12/29
8689,7,2,96/12/29
587807,7,4,96/12/29
763285,7,3,96/12/29
307081,7,3,96/12/29
50620,7,4,96/12/29
50014,7,4,96/12/29
535167,7,3,96/12/29
715931,7,3,96/12/29
49521,7,3,96/12/29
8363,7,4,96/12/29
75656,7,5,96/12/29
3170,7,5,96/12/29
62177,7,3,96/12/29
13,7,5,96/12/29
1006851,7,5,96/12/29
14128,7,4,96/12/29
1250,7,5,96/12/29
135397,7,5,96/12/29
11430,7,4,96/12/29
270946,7,4,96/12/29
5174,7,5,96/12/29
561,7,3,96/12/29
768744,7,4,96/12/29
4234,7,3,96/12/29
703771,7,4,96/12/29
429,7,4,96/12/29
568620,7,3,96/12/29
381288,7,3,96/12/29
49051,7,4,96/12/29
522402,7,3,96/12/29
351286,7,3,96/12/29
16871,7,3,96/12/29
439079,7,3,96/12/29
1010821,7,2,96/12/29
18240,7,4,96/12/29
838197,7,3,96/12/29
399579,7,3,96/12/29
7555,7,3,96/12/29
499338,7,5,96/12/29
1001865,7,1,96/12/29
848123,8,5,06/08/02
98,8,2.5,06/08/01
8960,8,5,06/08/02
852096,8,5,06/08/01
390845,8,4,06/08/02
12092,8,3.5,06/08/02
14869,8,2,06/08/01
77338,8,4,06/08/02
8273,8,5,06/08/02
420634,8,4,06/08/01
512200,8,4.5,06/08/01
19994,8,3.5,06/08/01
4348,8,2,06/08/01
477462,8,5,06/08/01
16869,8,5,06/08/01
260513,8,4,06/08/02
82690,8,4.5,06/08/02
44918,8,4,06/08/01
72013,8,3.5,06/08/01
864370,8,5,06/08/01
482373,8,3.5,06/08/02
1063422,8,4,06/08/02
45243,8,4,06/08/02
346364,8,4,06/08/02
161,8,4,06/08/02
62211,8,4,06/08/02
8643,8,4,06/08/02
10895,8,4,06/08/02
783675,8,3,06/08/02
454983,8,4,06/08/02
883083,8,4,06/08/02
70981,8,3.5,06/08/01
242,8,0.5,06/08/02
768362,8,4,06/08/02
662708,8,3,06/08/01
652,8,4,06/08/02
458576,8,3,06/08/01
632727,8,3.5,06/08/02
345940,8,5,06/08/01
10693,8,4,06/08/01
11351,8,4,06/08/02
68721,8,3,06/08/01
2105,8,5,06/08/01
343668,8,3.5,06/08/01
102651,8,5,06/08/02
420821,8,4,06/08/02
514999,8,3,06/08/01
619264,8,3,06/08/02
429617,8,4.5,06/08/02
240,8,4.5,06/08/01
3134,8,4,06/08/02
366644,8,5,06/08/02
301528,8,3.5,06/08/01
637,8,3.5,06/08/01
32657,8,5,06/08/02
13053,8,5,06/08/02
820067,8,3.5,06/08/02
17581,8,4.5,06/08/02
244786,8,2.5,06/08/01
631843,8,4.5,06/08/02
15255,8,3.5,06/08/01
335797,8,3.5,06/08/02
493922,8,3,06/08/01
101299,8,4.5,06/08/02
15165,8,5,06/08/02
370663,8,4,06/08/02
338970,8,4.5,06/08/01
800510,8,5,06/08/01
10112,8,3.5,06/08/01
75780,8,4,06/08/01
397243,8,4,06/08/02
297762,8,4.5,06/08/02
75624,8,3.5,06/08/01
262500,8,4.5,06/08/02
13002,8,5,06/08/02
396535,8,4,06/08/02
767304,8,2.5,06/08/01
967,8,3.5,06/08/02
11932,8,3.5,06/08/01
642121,8,4.5,06/08/01
10386,8,4,06/08/02
176,8,3.5,06/08/02
854,8,3.5,06/08/01
223702,8,5,06/08/01
667739,8,3.5,06/08/01
1359,8,4.5,06/08/01
881164,8,4,06/08/02
118340,8,4,06/08/01
22894,8,4,06/08/02
938008,8,3,06/08/02
13179,8,4,06/08/02
49530,8,3.5,06/08/01
489,8,4,06/08/01
753232,8,3,06/08/01
74308,8,4,06/08/02
638507,8,5,06/08/02
72545,8,3,06/08/01
871,8,3.5,06/08/01
630,8,4,06/08/02
18,8,4,06/08/02
12155,8,4,06/08/02
218,8,2.5,06/08/01
131634,8,4.5,06/08/02
9836,8,4,06/08/02
147441,8,3,06/08/02
169,8,3.5,06/08/02
238636,8,4.5,06/08/02
899082,8,4.5,06/08/01
263115,8,4.5,06/08/02
2758,8,3.5,06/08/01
781099,8,3.5,06/08/02
2024,8,3.5,06/08/02
10882,8,2,06/08/02
56292,8,3.5,06/08/02
759507,8,3,06/08/02
634528,8,3,06/08/02
796499,9,4,99/09/30
8922,9,4,99/09/30
91586,9,3,99/09/30
534,9,5,99/09/30
604822,9,3,99/09/30
190859,9,4,99/09/30
225886,9,4,99/09/30
75258,9,4,99/09/30
93456,9,5,99/09/30
807,9,5,99/09/30
378064,9,4,99/09/30
1032950,9,5,99/09/30
281338,9,2,99/09/30
9837,9,5,99/09/30
14574,9,3,99/09/30
246655,9,4,99/09/30
11690,9,4,99/09/30
118406,9,3,99/09/30
539885,9,2,99/09/30
440249,9,4,99/09/30
773975,9,4,99/09/30
2907,9,5,99/09/30
619730,9,4,99/09/30
8392,9,3,99/09/30
72105,9,5,99/09/30
552532,9,4,99/09/30
109439,9,4,99/09/30
8871,9,4,99/09/30
440,9,4,99/09/30
20352,9,3,99/09/30
404368,9,3,99/09/30
10830,9,4,99/09/30
442249,9,4,99/09/30
869112,9,2,99/09/30
619979,9,4,99/09/30
424,9,4,99/10/05
181812,9,4,99/09/30
140300,9,2,99/09/30
15512,9,3,99/09/30
71552,9,4,99/09/30
522444,9,2,99/09/30
184315,9,5,99/09/30
511817,9,3,99/09/30
944864,9,4,99/09/30
420809,9,4,99/09/30
10555,10,5,99/11/17
283366,10,4,99/11/17
676,10,4,99/11/17
1091,10,3,99/11/17
877183,10,4,99/11/17
10625,10,3,99/11/17
284054,10,4,99/11/17
57800,10,3,99/11/17
339846,10,3,99/11/17
602,10,2,99/11/17
614934,10,4,99/11/17
126889,10,4,99/11/17
607,10,4,99/11/17
82675,10,4,99/11/17
293167,10,4,99/11/17
1265,10,4,99/11/17
311324,10,3,99/11/17
360784,10,4,99/11/17
343611,10,4,99/11/17
637693,10,5,99/11/17
38700,10,4,99/11/17
848791,10,3,99/11/17
38,10,3,99/11/17
19908,10,5,99/11/17
894205,10,3,99/11/17
4564,10,4,99/11/17
571891,10,5,99/11/17
14438,10,2,99/11/17
672322,10,5,99/11/17
406563,10,3,99/11/17
7443,10,5,99/11/17
764835,10,4,99/11/17
7220,10,2,99/11/17
9378,10,4,99/11/17
8275,10,5,99/11/17
9286,10,5,99/11/17
1271,10,3,99/11/17
61791,10,3,99/11/17
12230,10,4,99/11/17
38575,10,3,99/11/17
9453,10,4,99/11/17
71676,10,2,99/11/17
780609,10,5,99/11/17
232672,10,2,99/11/17
6114,10,3,99/11/17
545609,10,4,99/11/17
10585,11,5,14/02/06
72331,11,1,14/02/06
296,11,4,14/02/06
157544,11,3,14/02/06
813258,11,5,14/02/06
175112,11,4.5,14/02/06
1369,11,3.5,14/02/06
447332,11,5,14/02/06
299537,11,4.5,14/02/06
522938,11,5,14/02/06
278154,11,5,14/02/06
814338,11,3,14/02/06
57158,11,3.5,14/02/06
140607,11,4.5,14/02/06
1027385,11,3,14/02/06
49519,11,3,14/02/06
294254,11,3,14/02/06
400928,11,5,14/02/06
1427,11,5,14/02/06
9358,11,5,14/02/06
1368,11,4,14/02/06
240832,11,4.5,14/02/06
13448,11,3.5,14/02/06
49529,11,4.5,14/02/06
259316,11,4,14/02/06
9702,11,4.5,14/02/06
420817,11,3,14/02/06
11360,11,4,14/02/06
578,11,3.5,14/02/06
2454,11,4,14/02/06
772,11,4.5,14/02/06
95,11,4.5,14/02/06
8274,11,4,14/02/06
12242,11,4,14/02/06
1924,11,4,14/02/06
853,11,4,14/02/06
249397,11,5,14/02/06
10066,11,5,14/02/06
9353,12,3,00/09/04
667520,12,1,00/09/04
128,12,3,00/09/04
397567,12,2,00/09/04
630586,12,1,00/09/04
9341,12,4,00/09/04
339984,12,3,00/09/04
546554,12,1,00/09/04
2770,12,2,00/09/04
34851,12,3,00/09/04
1371,12,1,00/04/11
577922,12,5,00/09/04
449443,12,5,00/04/11
975714,12,2,00/09/04
10588,12,5,00/09/04
49444,12,1,00/04/11
1081291,12,1,00/09/04
24,12,4,00/09/04
798544,12,2,00/09/04
679,12,3,00/09/04
949,12,2,00/04/11
76757,12,2,00/09/04
1010823,12,4,00/09/04
565,12,1,00/09/04
268896,12,2,00/09/04
373879,12,4,00/09/04
10634,12,2,00/09/04
10501,12,1,00/09/04
705861,12,3,00/09/04
114,12,2,00/09/04
518068,12,4,00/09/04
50546,12,1,00/09/04
568160,12,4,00/09/04
615469,12,4,00/04/11
18823,12,3,00/09/04
19912,12,2,00/09/04
550205,12,2,00/09/04
136799,12,1,00/09/04
210577,12,5,00/09/04
1057577,12,3,00/09/04
15070,12,4,00/09/04
125509,12,1,00/09/04
562,12,3,00/09/04
455236,12,3,00/09/04
913290,12,5,00/09/04
252,12,2,00/09/04
82023,12,2,00/09/04
9473,12,4,00/09/04
505026,12,2,00/09/04
127585,12,1,00/09/04
485811,12,3,00/09/04
954,12,5,00/09/04
9488,12,3,00/09/04
278927,12,5,00/09/04
17654,12,2,00/09/04
9316,12,2,00/09/04
353486,12,3,00/09/04
9399,12,5,00/09/04
10330,12,3,00/09/04
10530,12,2,00/09/04
2322,12,4,00/09/04
73723,13,5,12/03/10
6477,13,2.5,12/03/10
16366,13,4,12/03/10
9078,13,4,12/03/10
763,13,3.5,12/03/10
158852,13,4.5,12/03/10
16119,13,5,12/03/10
336843,13,4.5,12/03/10
15015,13,3,12/03/10
1631,13,3.5,12/03/10
316727,13,4,12/03/10
769,13,4,12/03/10
82633,13,3,12/03/10
10474,13,4,12/03/10
272,13,4,12/03/10
10340,13,3.5,12/03/10
619803,13,3,12/03/10
9355,13,4,12/03/10
11324,13,2.5,12/03/10
43593,13,3,12/03/10
38055,13,4,12/03/10
597922,13,4,12/03/10
4523,13,3,12/03/10
2405,13,3.5,12/03/10
527776,13,4,12/03/10
257344,13,3,12/03/10
495764,13,3,12/03/10
149,13,3,12/03/10
280092,13,3,12/03/10
450465,13,3,12/03/10
5915,13,4,12/03/10
71672,13,3.5,12/03/10
876716,13,3.5,12/03/10
36865,13,3,12/03/10
353081,13,4,12/03/10
674324,13,4.5,12/03/10
446893,13,2.5,12/03/10
11852,13,3.5,12/03/10
254,13,4.5,12/03/10
539,13,3.5,12/03/10
84892,13,4.5,12/03/10
766,13,4,12/03/10
522016,13,4.5,12/03/10
10010,13,4,12/03/10
51859,13,4.5,12/03/10
298312,13,3.5,12/03/10
817758,13,4.5,12/03/10
85,13,4.5,12/03/10
7485,13,4,12/03/10
9373,13,4,12/03/10
447404,13,4.5,12/03/10
11249,13,4.5,12/03/10
1370,13,3,12/03/10
621,14,1,00/12/08
18861,14,4,00/12/08
1813,14,3,00/12/08
290859,14,3,00/12/08
625568,14,2,00/12/08
8961,14,3,00/12/08
157350,14,3,00/12/08
87428,14,2,00/12/08
1894,14,3,00/12/08
521029,14,2,00/12/08
11770,14,3,00/12/08
811592,14,2,00/12/08
80321,14,4,00/12/08
280002,14,2,00/12/08
482321,14,5,00/12/08
888,14,3,00/12/08
522478,14,3,00/12/08
762975,14,4,00/12/08
27578,14,3,00/12/08
1367,14,4,00/12/08
198184,15,2,01/08/16
10358,15,2,05/12/14
215,15,4.5,04/08/21
89,15,4,02/12/18
628878,15,3,04/08/21
340382,15,2.5,04/08/21
60304,15,2.5,06/12/20
23168,15,3.5,04/08/21
503736,15,3,01/08/16
74,15,1,04/08/21
1124,15,4.5,03/07/15
13475,15,2.5,04/08/21
466282,15,3,02/09/30
381873,15,4,01/08/16
4488,15,3,01/08/16
2048,15,1,02/09/30
604,15,2.5,04/08/21
508642,15,3,05/07/29
916740,15,5,03/06/01
263472,15,5,01/08/16
62,15,2.5,04/08/21
43947,15,2,04/08/21
165,15,0.5,04/08/21
12222,15,5,03/02/03
87827,15,3,06/12/20
740441,15,1.5,04/08/21
453354,15,4,05/12/14
883502,15,1,04/08/21
799876,15,2,06/12/20
694,15,3,02/12/18
9792,15,5,01/08/16
1417,15,2.5,04/08/21
103,15,4,01/08/16
359724,15,3.5,09/06/19
10999,15,3.5,05/12/14
192577,15,5,04/01/27
993145,15,3,01/08/16
10515,15,1,05/10/03
608,15,2,03/05/14
932430,15,0.5,04/08/21
68718,15,3,04/08/21
13004,15,4,01/08/16
11322,15,2,06/12/20
8358,15,4,01/08/16
14001,15,3,04/08/21
9444,15,2.5,06/12/20
758724,15,1,04/08/21
640146,15,4,06/12/20
502356,15,4,03/02/26
594767,15,3,06/12/20
76600,15,2,03/05/14
948713,15,1,07/10/27
677179,15,2,04/08/21
713704,15,1.5,05/12/14
638974,15,1.5,07/10/27
603692,15,2,02/09/30
804150,15,4.5,03/06/01
700391,15,1,12/10/08
758323,15,4,01/08/16
849869,15,1,05/12/14
736790,15,1,02/09/30
505642,15,3.5,04/08/21
816904,15,4,02/09/30
980078,15,4,02/09/30
536554,15,4,01/08/16
9607,15,3.5,06/12/20
436270,15,5,01/08/16
869626,15,2,01/08/16
646389,15,2,04/08/21
868759,15,2,04/08/21
631842,15,5,01/08/16
676710,15,1,03/07/15
758009,15,2,04/08/21
850871,15,1,04/08/21
1073413,15,5,01/08/16
876792,15,5,01/08/16
985939,15,4,03/06/01
19995,15,5,01/08/16
1087040,15,4,01/08/16
1077280,15,4,03/05/14
109428,15,3,03/05/14
646385,15,1,04/08/21
736526,15,2,01/08/16
676547,15,2.5,05/07/01
776835,15,1.5,04/08/21
843794,15,2,01/08/16
361743,15,2.5,05/07/29
