"MOVIE_ID","DIRECTOR_ID"
11504,18579
11506,6648
11507,1150
11513,6818
11515,3974
11517,52629
11519,488
11520,18281
11522,26502
11523,69719
11524,638
11525,69721
11526,62872
11527,19665
11528,69741
11529,17167
11531,69237
11532,19665
11533,25558
11534,69759
11535,1090
11536,6593
11537,18899
11540,54222
11541,2690
11542,32327
11543,7395
11543,7396
11544,69797
11545,5655
11546,69801
11547,16847
11549,14773
11551,4600
11553,64992
11554,64992
11557,5572
11558,133259
11559,280
11560,21712
11561,1243
11562,1243
11564,67753
11568,4610
11569,48965
11570,5029
11571,39743
11574,18579
11577,7767
11584,64061
11586,19665
11590,9577
11592,10367
11594,70854
11040,6448
11041,58448
11042,38516
11044,15254
11045,20400
11051,1032
11054,10367
11055,67924
11056,54525
11059,23799
11060,6111
11062,23213
11064,1723
11066,68215
11071,51677
11074,63943
11075,17282
11076,68212
11081,40256
11085,2000
11087,323
11090,65734
11092,6349
11093,78118
11101,14614
11104,12453
11109,65452
11112,18281
11113,14674
11120,2690
11121,3556
11123,19457
11133,18069
11134,44916
11143,18899
11152,68352
11153,1524
11156,48583
11157,53861
11158,8876
11159,65452
11162,28898
11163,4415
11164,54967
11165,2087
11165,31074
11165,68412
11167,68424
11171,19224
11174,19684
11176,68457
11177,39012
11178,63429
11184,15557
11185,133259
11186,65678
11187,28976
11188,15868
11190,68519
11191,18281
11194,17350
11197,29605
11199,68573
11202,13265
11206,9855
11208,2291
11211,54590
11212,56059
11216,65314
11217,52049
11219,2636
11220,12453
11222,2303
11224,11429
11224,11434
11228,18878
11230,18899
11231,56828
11232,366
11235,68687
11236,1128
11237,56998
11238,56852
11239,68707
11240,3224
11246,58209
11248,68774
11252,5216
11253,10828
11257,54441
11258,30149
11259,6159
11281,33341
11283,64045
11284,56891
11285,40549
11293,39012
11296,9168
11297,68905
11298,4600
11299,56342
11300,16294
11302,1243
11595,1723
11596,5140
11597,8246
11598,4610
11599,71056
11600,1150
11602,6648
11605,6593
11610,18378
11615,9168
11617,8500
286873,56533
408270,80107
390054,1198774
394723,3729192
29427,52609
46441,74661
271709,1074547
71689,1447210
77016,19769
212167,131564
261392,1299380
107985,11090
486131,20400
22971,5306
303903,65429
101733,76171
523638,67075
50839,556172
825597,197
98357,11448
387426,21684
1029528,79002
321487,1074547
967874,50517
416494,932088
84348,40863
84348,66681
84348,101542
84348,98631
84348,141962
84348,1039527
84348,1039528
84348,1039529
340442,143862
321494,97555
71859,83287
111190,48583
171823,230642
765119,41039
127493,12786
27579,45052
603119,1489560
276624,144536
274479,17883
59961,125738
33909,1152
724665,54733
79707,74091
50348,144221
449924,63571
394830,18184
473149,119419
322240,5174
529485,77003
512901,1399219
632617,17439
42949,59
820912,1301006
71325,562589
435577,21981
230179,145228
277685,86688
246403,19303
925786,121798
44363,70890
570269,1243640
420622,7312
80585,20739
65496,25340
506072,1305411
506072,1305412
77495,54525
618355,90367
399057,122423
149509,59291
60308,5345
484437,1398631
582186,1412730
323661,1423326
872497,1175482
76487,62768
212716,71280
55721,116805
239529,89972
869025,77162
639798,1485396
425336,15602
448776,56373
277597,97901
33473,31123
554241,58375
591538,1223
399019,1769
512196,54248
445954,78108
46705,139098
35552,59
68722,4762
63710,62116
643882,182892
434203,132964
74135,144536
65055,4755
314095,20561
49012,141675
730028,220328
730028,1090112
384680,65167
114478,70100
31967,56851
31967,108952
114606,145821
527729,1397397
673309,844266
525661,6737
376867,92784
306819,70500
40807,56661
37950,58552
754067,1366309
86837,6011
605116,142272
605116,142276
112205,59
635199,20310
307663,1024823
795811,1487492
291549,119337
283587,87257
520663,36588
57157,52443
82657,20310
730047,36588
314405,63973
71864,3290
1042984,939192
60405,15045
50393,52870
68730,1032
30675,90367
270774,16938
10679,66212
416234,56501
416234,56502
455714,1197896
171274,4762
475215,81718
238615,56512
378018,1038001
44244,38692
270938,5917
365942,36804
571384,131873
88557,65429
80184,444720
347754,1978
625450,1744211
332567,59521
483455,1221889
384521,1301933
203835,64211
50357,77123
428399,18184
52449,51851
552178,16863
383785,44916
150213,65429
382322,90367
477033,1428818
507076,14597
45269,70500
271718,41039
157547,551463
22972,25598
201085,10828
87818,7396
87818,32593
87818,52112
87818,141825
398173,42
334298,12099
579583,41039
873125,224372
286565,836732
657811,1542438
553600,109191
23172,13581
168530,20400
470044,66121
181283,125738
76025,72757
399173,1723
469916,45996
97434,52405
242546,77177
106747,2294
42889,120246
85350,564
927070,67589
355338,84496
401469,72757
635731,2580328
471474,90367
324542,232959
420814,12995
49797,69081
399035,59521
214553,1247708
621151,86482
740985,147113
433502,211659
573730,230411
471498,59291
575299,1334391
357786,1518676
812025,1557607
913862,1037308
242310,79279
266285,65879
492336,57777
95608,87742
96724,36588
485942,1587348
413644,76100
463272,1220300
23169,16834
581600,36602
502416,55789
399174,5655
289198,118369
437068,148747
741636,2656874
504056,1415282
37056,17046
417678,1572145
267193,18865
292177,1363226
7862,15115
7863,33433
7870,53212
7873,19769
7913,53671
7916,23799
7972,39996
7974,16767
7975,16767
7978,4945
7979,12995
7980,108
7984,53334
7992,15488
8007,12028
8009,52968
8010,52968
8012,5174
8016,4410
8046,769
8047,309
8051,4762
8052,4762
8054,280
8055,468
8060,53708
8065,36797
8066,12995
8067,2034
8068,2294
8069,53767
8070,1650
8071,3776
8071,53782
8072,3776
8073,3776
8074,3776
8075,3776
8077,7467
8078,2419
8080,17279
8088,309
8090,17812
8092,30365
8128,53859
8129,15488
8130,53861
8141,21053
8193,53925
8195,13776
8198,13015
8202,54025
8204,54050
8208,2636
8214,16767
8216,108
8217,1243
8220,309
8221,309
8222,309
8223,309
8224,5572
8247,11694
8266,54222
8271,40256
8273,54584
8274,54590
8275,54597
8279,17520
8280,17458
8282,21678
8284,4429
8288,1243
8289,10781
8291,6482
8292,6482
8293,54441
8324,564
8326,12989
8327,55119
8328,54507
8329,54525
8329,54526
8333,15663
8337,11770
8338,8557
8340,54607
8341,7324
8342,20028
8348,12114
8355,5714
8356,30008
8358,24
8359,55439
8363,54733
8367,8300
8386,54584
8388,4610
8392,608
8393,55668
8398,54827
8409,37932
8413,4014
8416,4956
8420,53767
8422,15127
8424,55379
8426,55785
8427,31024
8428,55790
8429,4410
8436,55806
8438,54971
8440,40542
8446,9168
8452,1724
8457,32593
8461,6011
6557,29214
6575,51851
6609,50739
6615,50767
6619,15127
6620,3146
6623,51984
6637,12962
6639,10723
6641,50949
6643,6593
6644,11435
6646,51000
6687,37948
6691,51116
6793,9076
6844,8636
6877,46076
6878,6592
6883,51373
6917,42309
6933,51445
6947,11614
6948,51534
6949,39012
6950,5231
6951,1724
6957,41039
6963,1704
6968,15868
6972,6201
6977,1223
6977,1224
6978,11770
7010,51875
7090,51917
7093,8965
7095,1776
7183,15890
7191,32278
7211,3290
7214,52038
7219,29433
7227,52094
7233,52112
7270,578
7294,16767
7300,52405
7303,39819
7304,19000
7305,664
7326,52443
7340,1150
7341,102634
7345,4762
7346,25236
7347,52576
7348,51000
7350,3026
7364,52609
7442,52629
7443,7314
7443,53304
7445,53334
7450,40345
7451,18878
7452,30309
7453,52842
7461,43141
7485,20907
7500,3317
7504,4760
7509,4760
7518,52870
7520,21370
7549,17268
7551,893
7552,15002
7735,52961
7736,2725
7737,52968
7797,1776
7840,6046
7857,4415
7859,53068
8467,7396
8469,4610
8471,55251
8487,5174
8488,17167
8489,638
8491,16544
8512,21712
8536,10586
8555,41041
8584,46076
8587,18898
8617,45627
8618,55476
8619,2690
8643,55499
8645,11614
50619,15557
512200,51851
209112,15217
72545,132876
629015,40256
567189,932533
396535,939147
800510,1884
475557,57130
675327,1123897
109439,57130
406563,1306608
477462,1168608
568620,57270
321612,15557
225886,51851
49444,142312
926899,24618
926899,1087746
926899,1437799
926899,1579618
864370,1309565
723072,1129908
140300,142312
270946,18863
270946,44114
496243,21684
610253,64141
260346,75035
615469,86270
614934,6201
156022,20907
1027385,129952
381288,11614
76338,47005
335983,91268
263115,366
76341,20629
141052,15217
427641,132876
454983,1066705
495764,1936668
511817,57646
75624,116065
420809,20307
244786,136495
70981,578
568160,74091
535167,1100748
611698,1362555
938008,2204473
345940,12962
893086,1320797
604822,44916
118406,1067794
57800,71729
57800,229962
131634,10943
398818,78160
370663,545330
136797,293911
22894,116357
759507,1168992
49521,15217
400928,87742
609972,125324
257344,10965
723419,54040
456740,57581
86331,128712
181812,15344
631843,11614
486589,1922138
12155,510
83201,12099
399579,2294
1010819,1166002
49026,525
283366,510
536115,237072
536115,1503508
539885,55789
420817,956
630586,1039364
278154,229962
1010823,1166002
877957,570239
493922,1145520
41446,5140
246655,9032
57158,108
46195,5714
38575,21981
101299,10943
158852,7087
311324,607
343611,9181
38700,1399841
38700,1399842
894169,583932
307081,20907
284054,1056121
140607,15344
172385,5714
136799,64151
830896,131776
503736,15217
396422,1302082
240832,59
597922,7396
619803,2376041
522938,589402
299537,53068
299537,53069
18823,18865
232672,57370
447404,65630
147441,578
378064,1072778
838197,2159128
838197,2159129
592350,1307036
689700,87494
339984,437833
450465,11614
506574,65310
778855,76100
766907,2613318
139038,1110102
533514,1484773
932430,2254959
791155,142272
791155,142276
613504,11873
1015602,197
746524,37948
106646,1032
744275,1448492
532639,24
900667,90502
297270,97180
338947,141962
400160,49903
1010821,1166002
269149,165787
425909,52443
615457,1169024
800815,65167
820067,1495399
1010818,1166002
725201,19271
725201,19272
856245,1657527
619264,2374023
593643,57199
175112,80672
728754,43652
728754,1311591
497698,93286
705996,10099
768744,1307036
379686,72024
383498,40684
166426,20307
166426,20308
626872,1059129
122917,108
67308,548481
936061,88077
438631,137427
790496,588822
581528,1910480
1930,87742
109445,15774
24021,27571
75258,80672
616820,64141
102899,59026
124905,129894
166428,69797
72190,12995
324857,151007
324857,936670
615173,557736
43347,9181
254128,132876
883083,1844423
397567,84969
838484,1203968
366672,18898
366672,173394
800345,548646
972313,42309
315635,1293994
131631,10943
420634,933176
404368,165787
518068,84969
807356,1451203
818647,1111138
102382,87742
587807,20400
228150,19769
833425,1661695
10193,8
581726,20907
284053,55934
628900,119293
451048,59521
281338,32278
715931,20907
68726,10828
337401,15287
781099,72611
45243,57130
341174,15890
126963,1083453
759175,1264876
722149,1222374
884363,230217
1007401,105642
260513,7087
531219,24
287590,86978
135397,930707
27205,525
50620,15557
284052,55499
370172,87257
439079,1401474
363088,59026
10191,69797
881164,962936
420821,62854
335797,52842
335984,137427
47971,40256
576925,1628967
271110,19271
271110,19272
813258,70652
813258,2093022
397243,135113
852096,54248
301528,84496
464052,6884
87101,47005
522402,114404
482321,208113
764835,13015
474350,1113116
82702,69797
345887,20907
497828,56370
522627,956
458576,4014
49051,108
667520,106577
667520,1607110
899082,1398126
333339,488
429617,1293994
877183,197
4258,72024
50014,55789
848123,2410737
61791,77357
848791,1212871
667739,143059
602223,1192942
32657,10965
672322,1084905
98566,66739
351286,51894
514999,1254001
293167,236539
625568,126910
346364,1113116
490132,7396
57214,1299380
637693,1400404
601796,119337
6028,9915
6037,47498
6038,42994
6069,20629
6071,23393
6072,8300
6073,1704
6075,1150
6077,47786
6103,13871
6105,33513
6106,1152
6114,1776
6116,47974
6145,17812
6278,12523
6283,1704
6312,8296
6320,16988
6341,12840
6346,15890
6393,133259
6396,33156
6399,49450
6404,6818
6415,17883
6418,5655
6440,5306
6461,18969
6463,13563
6466,17268
6470,51910
6474,49450
6477,49903
6479,10943
6488,664
6498,22676
6499,52044
5528,43993
5544,11983
5548,10491
5549,10930
5558,793
5559,44114
5562,19069
5590,24882
5592,19069
5622,4415
5653,35325
5683,510
5689,8876
5691,5970
5693,44847
5708,45052
5717,45730
5722,4590
5723,45117
5729,793
5764,18357
5765,47924
5767,13284
5769,32765
5780,2636
5781,793
5801,12160
5816,27875
5817,45791
5833,45916
5842,45996
5845,45996
5846,45996
5851,46076
5852,46085
5854,2636
5879,46230
5889,45996
5890,46366
5894,39819
5910,3317
5916,7767
5919,6778
5921,37360
5923,1744
5924,13265
5925,14520
5927,7767
5928,21958
5961,6648
5967,24882
5971,17016
5991,9076
5996,4109
5998,68
6003,24657
6016,17016
6521,21526
6522,34849
6523,37360
6529,50300
6537,51894
6538,5342
6552,50719
50601,16938
43919,70890
353569,89576
338768,168330
245168,93288
982939,1138129
426203,222497
332721,56710
122800,73832
292014,1404563
67911,66512
82743,101930
158907,132964
65218,437833
572751,78108
291270,1019303
443700,91614
565179,1108174
442133,1759564
45202,132452
531593,1024823
293970,222470
348389,12786
59968,130816
228194,5306
427342,1713741
300155,29226
517412,54469
46020,126882
597856,1210938
54320,125324
489985,1932272
334532,152249
564898,2184236
586791,1031144
392982,68215
393717,84439
589049,1572145
999127,1055094
418879,1224031
12685,23799
382512,105642
45649,133398
736146,1360022
615177,71280
76758,607
53807,76812
148284,91552
603519,75687
348892,85048
356296,932533
570661,5192
38073,96439
453191,1092607
453191,1801184
459225,1167487
258751,260050
559401,1175620
242454,87894
293310,220691
196024,206476
531438,5917
497370,1292897
664416,5953
468198,225160
308032,229482
295011,15115
290865,84976
507569,90048
480100,4600
480100,27571
480100,45996
270010,1071
499566,1137903
242042,41549
239573,1375201
696007,115091
499319,61069
267467,138108
463319,607
576040,87565
295592,67589
934207,2101968
340485,71082
308024,1155547
583794,1600064
480434,1419048
70670,77965
502166,531211
527385,86203
266639,54507
433150,55916
48303,119294
341012,62854
496967,136168
521935,2020100
699280,1484586
474433,142403
123105,8246
383709,16863
49852,58728
414770,67075
389868,939147
381034,124635
157849,45052
437103,68905
473019,105435
59457,227936
77617,101915
77617,237072
119675,1884
471507,54025
573683,81495
556509,1544991
269494,1135240
363579,69081
423899,3224
96599,303064
554908,132964
331190,52094
357940,131301
399363,223516
266396,35453
148265,147021
375533,78268
648743,1315560
421471,213614
300667,285385
27586,98521
351809,212687
84329,836732
582885,1513041
424781,930526
758879,56263
627087,2399109
34806,113225
458344,130816
337703,935705
793961,2966484
530154,80386
530154,85670
530154,116143
430826,1731915
799555,31654
595671,1134669
458027,1384641
618363,1162787
566397,1292897
48844,61244
364116,100734
482150,1072778
76349,2087969
499556,1962993
567971,1087686
345775,1483807
101669,2675
85545,932317
627070,1117449
226140,544130
226140,544134
91010,6737
622951,56379
497984,12099
234200,111807
369883,52112
453127,1410322
413658,145821
336445,6767
397722,1620987
402193,231866
451877,67356
453278,1395183
245706,150098
507256,17350
434119,1863287
414453,1555636
237791,115174
475132,971292
647785,77295
615667,5369
432836,87894
729577,1007689
539549,512444
233639,62872
331061,1408426
797457,549310
536743,1609935
571468,1130801
332872,309
62630,7256
250538,81437
485337,1169157
785537,145509
824281,52049
438970,85822
127560,97942
205588,113600
475220,583857
460071,1033123
294795,59291
12201,10702
551824,1266283
461928,1756398
225728,549310
206563,468
62989,82518
313106,42274
728118,4634
84336,76998
393765,1608421
526426,230411
107235,1630357
396493,1155547
60281,30715
432527,42804
776552,150542
515333,2015758
4380,36804
4413,17016
4415,19684
4421,578
4435,37236
4437,37710
4442,280
4457,37363
4460,37362
4461,37361
4476,9181
4477,6349
4478,7270
4483,38494
4484,24380
4485,37451
4486,38516
4495,37833
4497,793
4498,37493
4507,37577
4512,37618
4513,27571
4516,37626
4517,37630
4518,37630
4523,15775
4538,5655
4539,37852
4547,7467
4550,10099
4551,37932
4552,69081
4553,37948
4556,30309
4561,38007
4584,1614
4588,1614
4593,793
4597,41671
4627,5192
4638,11090
4639,38689
4643,12989
4657,38774
4683,1650
4688,16391
4689,10099
4708,9740
4710,3776
4722,39104
4734,16988
4762,10249
4762,39298
4772,3556
4780,1150
4781,11983
4787,1243
4789,12329
4798,11983
4808,13284
4816,4429
4823,18500
4824,30365
4832,39648
4837,28615
4858,7832
4886,33166
4889,32327
4898,19069
4909,4065
4918,40007
4922,7467
4923,19665
4925,13776
4929,18635
4931,14773
4935,608
4944,1223
4944,1224
4946,40235
4951,40243
4953,201
4954,12840
4959,1071
4961,10828
4964,41039
4965,5501
4966,2801
4973,4387
4974,4387
4978,40345
4982,578
4985,18392
4988,12964
4990,18392
4995,4762
4998,40506
5000,9740
5001,7482
5038,1243
5040,40615
5051,30309
5052,14227
5055,2801
5062,18209
5071,41040
5072,41041
5121,488
5122,19304
5123,41285
5125,13079
5143,1243
5146,41549
5155,15127
5156,12329
5165,15189
5168,41788
5172,41887
5176,366
5185,3146
5203,42113
5204,41671
5205,42081
5228,19450
5233,42113
5237,42175
5241,42113
5255,24
5279,9789
5332,19969
5335,5970
5336,5970
5375,42994
5424,31775
5458,11873
5471,43526
5482,25826
5483,25826
5485,25826
5486,25826
5488,10099
5491,5058
5493,43652
5503,12989
5506,14566
5511,3831
5516,1223
5516,1224
46429,136141
529210,1489750
524789,1972560
315880,65314
341744,73693
36956,7554
458005,132964
317560,72036
484428,110601
61667,69488
451995,6817
451995,226050
339405,56369
59944,133057
157851,224
241868,45996
351454,225009
455108,83281
10317,64141
441393,24011
266058,1312149
308453,1063377
410314,63783
220447,86978
220447,114722
297721,1294627
251577,128612
239103,36417
45958,223
417489,190103
139997,59218
79108,1375201
543343,1199903
293299,1364881
347642,512444
972545,1156075
61984,43652
41517,126765
768757,9888
172631,1099626
70667,20307
70667,20308
293982,566109
505707,122785
621744,2381743
606679,1239766
316002,17883
253450,64992
257368,77086
251981,131186
291984,143593
85414,199939
53404,35927
636698,1142322
567566,2192057
504561,2193198
48572,19303
69480,18533
431491,66823
77221,2352
61062,86325
536396,7017
82450,135604
887645,1299952
397538,118606
67109,231568
374671,25645
543727,2090135
79553,148747
430727,1083427
320302,225160
79697,111686
407447,1375201
51261,67897
252360,23799
589982,139818
473920,1214520
40161,123798
566232,115893
491474,1393833
103328,27977
550023,18357
430446,5872
602334,95901
357681,639925
620897,2379700
501738,1128
349498,130646
168055,225890
429191,1142171
208277,928146
191714,1117026
468362,81476
433252,1117026
47909,96657
250388,23799
580630,1302895
452323,3317
438634,1748697
430644,1357456
426254,54469
429238,812068
171846,235430
171846,235432
91549,16378
590593,235432
375572,1108174
354216,136345
283127,17282
141102,107274
414425,472630
393764,137201
457837,1362555
254472,1290942
293413,1292897
240745,54469
72478,566109
333112,17010
325173,78108
215776,1034447
499537,1596381
499537,1596382
314285,1178401
284063,1346916
310121,932759
39681,123186
340481,45138
340481,56209
695932,130646
337874,79683
69270,51445
159014,228643
542905,2109586
311054,55785
382217,1576066
315664,3224
51241,143593
698860,1118433
408381,1138344
412302,545053
456086,40864
241855,583479
85033,69371
339419,71872
807597,1276373
346646,86325
339976,65317
346658,67813
614292,1664304
614292,1664305
396616,79322
300153,45052
853354,1314043
962659,197
208284,129937
208284,129938
376426,69237
854359,1082434
85836,17282
254194,1154561
254194,1290272
667257,1205254
393834,230542
330070,17282
338065,80386
711017,1879020
506464,1822563
305143,1937966
517331,96690
460070,1362819
467917,1198257
586333,1534502
544812,2115776
523172,1239766
229304,1263929
132601,87130
62564,235539
385737,1031943
245846,219961
89888,64278
39253,86688
593026,1477789
273197,240283
13855,75915
13885,510
13888,83467
13889,5026
13891,13235
13898,120229
13910,58094
13911,82389
13912,82389
13919,76009
13922,21053
13932,7087
13937,1150
13938,77300
13939,19244
13942,60243
13944,77162
13945,63937
13949,84737
13950,34453
13956,76100
13960,75687
13962,11809
13963,1032
13964,76171
13967,58137
13970,86325
13975,20556
13981,70100
13990,56661
13995,63937
13996,77121
14002,68994
14003,83923
14016,25236
14021,77679
14022,564
14024,129952
14029,44955
14034,54967
14040,12840
14043,41549
14044,1287732
14048,76998
14050,6737
14052,67897
14054,64141
14055,56717
14057,86203
14059,61244
14064,112674
14069,81718
14070,81085
14073,78751
14075,77295
14092,12180
14113,18357
14114,127936
14117,76381
14125,8965
14132,76408
14132,76409
14139,118303
14140,15657
14145,130790
14148,65994
14161,6046
14170,9577
13524,35318
13526,14392
13528,14674
13531,55790
13532,74623
13538,74626
13549,29648
13550,21377
13553,39104
13554,102445
13555,10051
13559,10051
13561,74655
13562,74659
13564,74661
13576,65310
13580,18854
13581,8929
13581,29504
13581,70864
13581,74697
13595,7145
13596,26502
13597,55983
13613,58712
13614,2801
13633,33341
13635,58324
13636,78720
13637,17282
13640,74863
13649,65310
13650,6400
13654,137903
13666,30129
13667,87565
13672,74924
13676,80672
13680,58375
13682,73161
13683,56851
13683,97180
13685,5655
13686,74943
13687,56155
13689,56349
13690,61290
13696,4109
13698,6159
13701,57851
13704,17309
13715,15890
13727,74112
14174,173004
14180,48965
14197,55379
14199,2294
14202,96166
14204,19509
14211,16730
14217,20310
14226,607
14229,4955
14237,38689
14239,16384
14240,44765
13752,20307
13752,20308
13754,56343
13757,11429
13757,11434
13757,74565
13763,58729
13764,16187
13765,7501
13767,15045
13775,65026
13776,8246
13778,54967
13783,5696
13787,10757
13793,75570
13797,62797
13804,58189
13807,25236
13809,956
13811,21085
13812,77147
13813,9181
13818,5342
13819,75699
13820,31493
13823,16513
13828,31073
13836,58375
13848,27991
13849,80384
13850,11434
13851,56339
14245,63709
14247,64190
14248,89112
14249,893
14262,10367
16859,608
16869,138
16871,7623
16888,68215
16905,4109
16907,187
16912,9915
16914,27920
16929,20976
16931,18356
16938,12698
16958,6593
16976,81107
16985,87565
16992,53334
16993,6593
16995,17350
16996,58552
17003,53068
17003,53069
17009,13620
17015,7017
17037,15042
17057,2765
17058,68
17077,27014
17082,81220
17086,96854
17097,83048
17101,90048
17102,29662
17108,939330
17111,81251
17111,81252
17127,55476
17130,57691
17131,81285
17134,16938
17136,68
17165,90048
17182,19304
17185,834
17186,72258
17187,52405
17190,68381
17203,73282
17207,77121
17214,54525
17218,1744
17221,834
17234,81495
17238,30309
17247,20660
17264,68212
17277,40199
17281,13980
17287,78021
17295,90694
17306,42309
17314,97555
17320,51851
17332,36588
17335,80747
17339,9915
17352,86051
17360,6593
17362,97646
17365,6349
17379,39819
17386,72543
17409,37362
17414,29009
17422,71056
17431,81850
17443,13563
17447,252806
17455,58209
17456,23799
17457,81220
17467,81913
17474,8482
17481,81930
17494,42171
17529,37360
17532,65817
17578,488
17581,89972
17589,18844
17590,39996
17593,148747
17599,1744
17606,36693
17609,42
17610,1524
17612,135534
17622,22140
17640,13284
17644,104507
17645,82171
